campione_id,time_step_id,datetime_nominale,datetime_inizio_ert,datetime_fine_ert,datetime_baricentro_ert,durata_misura_ert_min,ore_trascorse_da_t0,temperatura_C,peso_netto_g,theta_vol_pct,contenuto_acqua_grav_pct,grado_saturazione_Sr,suzione_top_estesa_kpa,suzione_bottom_estesa_kpa,suzione_media_kpa,log10_suzione_kpa,regime_suzione,rho25_qp1,eps_qp1,rho25_qp2,eps_qp2,rho25_qp3,eps_qp3,rho25_qp4,eps_qp4,rho25_qp5,eps_qp5,rho25_qp6,eps_qp6,rho25_qp7,eps_qp7,rho25_qp8,eps_qp8,rho25_W1,rho25_W2,rho25_W3,rho25_W4,qualita_qc_pass
ML5,66,2025-10-11 13:00:00,2025-10-11 13:10:05,2025-10-11 13:28:54,2025-10-11 13:19:29.500,18.82,65.16,22.41,461.16,28.61,18.36,0.698,779.93,144.39,335.58,2.526,Esteso_Top_Diretto_Bottom,599.625,90.96,11.956,30.09,3.165,194.27,17.956,44.75,12.352,99.17,9.367,9.74,48.519,10.95,9.047,1.95,57.193,7.518,17.919,11.924,False
ML5,67,2025-10-11 14:00:00,2025-10-11 14:10:05,2025-10-11 14:28:22,2025-10-11 14:19:13.500,18.28,66.15,22.49,460.8,28.46,18.26,0.694,802.15,149.26,346.02,2.539,Esteso_Top_Diretto_Bottom,276.562,10.06,11.903,31.24,3.91,68.71,18.408,45.73,13.251,82.39,9.231,10.69,59.63,8.29,9.141,1.14,57.508,7.54,17.983,12.059,False
ML5,68,2025-10-11 15:00:00,2025-10-11 15:10:05,2025-10-11 15:28:21,2025-10-11 15:19:13.000,18.27,67.15,22.53,460.44,28.32,18.17,0.691,824.47,154.52,356.93,2.553,Esteso_Top_Diretto_Bottom,261.019,35.09,12.026,29.63,5.072,24.05,18.457,44.51,14.135,72.4,9.351,10.6,49.968,15.74,9.067,1.05,59.37,7.532,17.966,12.168,False
ML5,69,2025-10-11 16:00:00,2025-10-11 16:10:05,2025-10-11 16:29:04,2025-10-11 16:19:34.500,18.98,68.16,22.52,460.08,28.18,18.08,0.687,846.93,160.13,368.26,2.566,Esteso_Top_Diretto_Bottom,433.792,41.36,14.655,11.83,1.608,184.1,18.887,49.11,15.145,54.13,9.029,17.02,68.1,9.26,9.202,0.79,62.61,7.55,18.819,12.217,False
ML5,70,2025-10-11 17:00:00,2025-10-11 17:10:05,2025-10-11 17:28:51,2025-10-11 17:19:28.000,18.77,69.16,22.49,459.72,28.03,17.99,0.684,869.21,165.8,379.63,2.579,Esteso_Top_Diretto_Bottom,389.638,20.0,14.433,13.24,0.54,194.23,18.334,43.31,15.89,47.77,9.498,10.51,56.398,14.46,9.364,0.03,58.742,7.577,19.939,12.441,False
ML5,71,2025-10-11 18:00:00,2025-10-11 18:10:05,2025-10-11 18:28:36,2025-10-11 18:19:20.500,18.52,70.15,22.49,459.37,27.89,17.89,0.68,891.49,171.5,389.61,2.591,Oltre_Air_Entry_Top,389.55,5.95,14.766,9.0,5.959,38.68,19.311,49.07,16.417,31.86,8.813,28.43,79.467,7.52,9.494,0.29,57.544,7.552,21.79,12.487,False
ML5,72,2025-10-11 19:00:00,2025-10-11 19:10:13,2025-10-11 19:29:35,2025-10-11 19:19:54.000,19.37,71.16,22.45,458.99,27.74,17.8,0.677,914.02,178.06,399.2,2.601,Oltre_Air_Entry_Top,734.153,51.48,14.9,7.58,9.591,69.7,18.1,40.05,17.897,35.52,9.185,20.24,64.832,10.62,9.738,0.86,48.269,7.572,26.715,12.88,False
ML5,73,2025-10-11 20:00:00,2025-10-11 20:10:09,2025-10-11 20:30:28,2025-10-11 20:20:18.500,20.32,72.17,22.47,458.64,27.6,17.71,0.673,936.5,184.69,408.77,2.611,Oltre_Air_Entry_Top,1138.798,2.04,14.697,11.08,18.086,19.57,20.662,59.84,18.488,10.91,8.199,45.6,43.34,14.56,9.9,1.45,42.182,7.615,31.776,12.8,False
ML5,74,2025-10-11 21:00:00,2025-10-11 21:10:08,2025-10-11 21:30:16,2025-10-11 21:20:12.000,20.13,73.17,22.47,458.31,27.47,17.62,0.67,958.78,192.82,418.26,2.621,Oltre_Air_Entry_Top,700.85,92.39,15.102,5.54,16.92,34.62,17.792,34.28,19.551,1.54,9.304,20.24,5.383,180.16,9.717,3.9,8.226,7.872,19.881,13.167,False
ML5,75,2025-10-11 22:00:00,2025-10-11 22:10:08,2025-10-11 22:29:41,2025-10-11 22:19:54.500,19.55,74.16,22.44,457.96,27.33,17.53,0.667,980.99,206.54,427.72,2.631,Oltre_Air_Entry_Top,1005.974,64.23,14.534,3.99,24.071,17.1,19.566,51.3,23.215,14.53,8.13,47.73,29.869,40.37,9.675,2.28,15.729,7.883,23.277,14.455,False
ML5,76,2025-10-11 23:00:00,2025-10-11 23:10:09,2025-10-11 23:29:56,2025-10-11 23:20:02.500,19.78,75.17,22.42,457.61,27.19,17.44,0.663,1003.37,220.35,437.25,2.641,Oltre_Air_Entry_Top,1396.506,20.18,14.355,2.59,29.263,19.44,22.443,70.73,26.965,22.84,7.935,53.83,36.134,32.05,9.658,2.89,18.502,7.841,24.89,15.632,False
ML5,77,2025-10-12 00:00:00,2025-10-12 00:10:08,2025-10-12 00:29:16,2025-10-12 00:19:42.000,19.13,76.16,22.37,457.25,27.04,17.35,0.66,1025.56,234.06,446.7,2.65,Oltre_Air_Entry_Top,1924.729,17.08,14.983,11.52,34.64,25.24,17.916,37.19,36.076,24.51,8.622,38.34,27.752,62.13,9.705,4.0,13.973,7.838,24.273,16.716,False
ML5,78,2025-10-12 01:00:00,2025-10-12 01:10:08,2025-10-12 01:29:30,2025-10-12 01:19:49.000,19.37,77.16,22.38,456.9,26.91,17.26,0.656,1047.93,247.87,456.23,2.659,Oltre_Air_Entry_Top,1938.067,4.08,13.537,2.18,38.551,32.42,17.742,32.95,41.522,11.19,8.223,53.95,16.36,82.88,9.688,4.92,8.633,7.834,26.51,17.501,False
ML5,79,2025-10-12 02:00:00,2025-10-12 02:10:08,2025-10-12 02:29:40,2025-10-12 02:19:54.000,19.53,78.16,22.35,456.56,26.77,17.18,0.653,1070.28,261.67,465.75,2.668,Oltre_Air_Entry_Top,2167.641,2.45,14.216,3.76,43.551,32.02,14.699,1.54,54.162,10.91,10.133,6.79,31.014,51.4,9.745,5.68,48.108,7.807,27.926,18.008,False
ML5,80,2025-10-12 03:00:00,2025-10-12 03:10:08,2025-10-12 03:29:27,2025-10-12 03:19:47.500,19.32,79.16,22.33,456.22,26.63,17.09,0.65,1092.57,275.43,475.24,2.677,Oltre_Air_Entry_Top,1665.633,48.79,14.141,11.7,50.002,30.42,15.57,8.69,69.13,16.98,9.884,13.14,37.238,36.56,9.75,4.2,43.686,7.822,27.18,18.196,False
ML5,81,2025-10-12 04:00:00,2025-10-12 04:10:09,2025-10-12 04:29:58,2025-10-12 04:20:03.500,19.82,80.17,22.3,455.87,26.49,17.0,0.646,1114.99,289.27,484.78,2.686,Oltre_Air_Entry_Top,2757.726,11.6,13.871,12.54,59.687,11.94,15.474,7.54,84.008,14.86,10.367,3.57,65.631,57.52,10.014,2.72,64.777,7.722,29.448,19.334,False
ML5,82,2025-10-12 05:00:00,2025-10-12 05:10:08,2025-10-12 05:29:25,2025-10-12 05:19:46.500,19.28,81.16,22.28,455.53,26.36,16.91,0.643,1137.21,302.99,494.25,2.694,Oltre_Air_Entry_Top,2499.089,7.72,13.599,9.91,63.922,17.89,15.155,1.45,95.134,11.3,10.318,5.13,67.491,60.98,9.915,5.38,49.18,7.773,25.994,20.821,False
ML5,83,2025-10-12 06:00:00,2025-10-12 06:10:08,2025-10-12 06:29:43,2025-10-12 06:19:55.500,19.58,82.16,22.28,455.19,26.22,16.82,0.639,1159.59,316.81,503.78,2.702,Oltre_Air_Entry_Top,1892.403,83.34,13.386,9.93,71.601,16.38,15.083,0.69,92.756,13.6,10.572,0.85,74.992,57.57,10.09,4.28,64.684,7.761,32.966,21.235,False
ML5,84,2025-10-12 07:00:00,2025-10-12 07:10:09,2025-10-12 07:29:31,2025-10-12 07:19:50.000,19.37,83.16,22.26,454.86,26.09,16.74,0.636,1181.88,330.57,513.27,2.71,Oltre_Air_Entry_Top,2981.253,6.03,13.197,11.72,76.858,7.22,15.12,0.13,101.721,17.15,10.633,0.02,86.228,53.56,10.241,2.23,89.339,7.749,36.058,20.363,False
ML5,85,2025-10-12 08:00:00,2025-10-12 08:10:08,2025-10-12 08:29:43,2025-10-12 08:19:55.500,19.58,84.16,22.25,454.53,25.96,16.65,0.633,1204.23,344.38,522.79,2.718,Oltre_Air_Entry_Top,3330.612,40.58,13.728,31.58,82.508,3.27,15.141,0.17,111.979,22.7,10.71,0.37,94.019,54.28,10.294,1.51,117.209,7.79,41.455,20.885,False
ML5,86,2025-10-12 09:00:00,2025-10-12 09:10:08,2025-10-12 09:29:17,2025-10-12 09:19:42.500,19.15,85.16,22.25,454.21,25.83,16.57,0.63,1226.48,358.11,532.26,2.726,Oltre_Air_Entry_Top,3270.435,6.69,11.8,43.6,89.209,4.71,15.23,0.24,130.705,26.36,10.724,0.02,97.468,44.28,10.301,1.59,146.534,7.746,43.902,24.822,False
ML5,87,2025-10-12 10:00:00,2025-10-12 10:10:08,2025-10-12 10:29:13,2025-10-12 10:19:40.500,19.08,86.16,22.26,453.88,25.7,16.49,0.627,1248.79,371.89,541.76,2.734,Oltre_Air_Entry_Top,3564.442,20.11,13.657,49.27,96.158,4.73,15.233,0.06,140.823,29.26,10.732,0.47,104.446,48.18,10.496,1.72,153.167,7.722,48.242,22.666,False
ML5,88,2025-10-12 11:00:00,2025-10-12 11:10:08,2025-10-12 11:29:04,2025-10-12 11:19:36.000,18.93,87.16,22.3,453.56,25.57,16.4,0.624,1271.08,385.65,551.26,2.741,Oltre_Air_Entry_Top,3765.969,7.81,12.869,50.76,101.238,0.36,15.229,0.58,157.967,30.04,10.738,0.66,113.787,40.64,10.46,0.92,165.189,7.681,47.767,24.235,False
ML5,89,2025-10-12 12:00:00,2025-10-12 12:10:08,2025-10-12 12:29:08,2025-10-12 12:19:38.000,19.0,88.16,22.32,453.24,25.44,16.32,0.621,1293.42,399.44,560.77,2.749,Oltre_Air_Entry_Top,3863.346,0.89,12.527,51.72,97.36,3.58,15.256,1.37,176.867,28.88,10.72,2.4,133.378,28.88,10.645,1.15,133.446,7.572,48.126,24.3,False
ML5,90,2025-10-12 13:00:00,2025-10-12 13:10:08,2025-10-12 13:29:06,2025-10-12 13:19:37.000,18.97,89.16,22.39,452.94,25.32,16.25,0.618,1315.73,413.22,570.27,2.756,Oltre_Air_Entry_Top,3904.052,17.35,12.268,65.98,109.548,2.91,15.207,0.55,198.813,30.74,10.716,2.1,155.803,26.72,10.639,1.41,98.93,7.602,44.538,23.064,False
ML5,91,2025-10-12 14:00:00,2025-10-12 14:10:09,2025-10-12 14:29:27,2025-10-12 14:19:48.000,19.3,90.16,22.48,452.65,25.21,16.17,0.615,1338.13,427.05,579.81,2.763,Oltre_Air_Entry_Top,4203.488,4.06,13.016,71.67,113.47,1.73,15.202,0.88,201.922,23.31,10.79,1.9,148.723,24.69,10.619,0.41,112.394,7.603,47.935,24.961,False
ML5,92,2025-10-12 15:00:00,2025-10-12 15:10:09,2025-10-12 15:29:24,2025-10-12 15:19:46.500,19.25,91.16,22.55,452.38,25.09,16.1,0.612,1360.44,440.82,589.31,2.77,Oltre_Air_Entry_Top,4314.019,8.6,12.073,49.08,111.487,0.92,15.155,0.71,230.536,30.96,10.835,1.79,158.445,27.28,10.61,0.17,78.41,7.631,51.767,23.745,False
ML5,93,2025-10-12 16:00:00,2025-10-12 16:10:09,2025-10-12 16:29:38,2025-10-12 16:19:53.500,19.48,92.16,22.59,452.1,24.98,16.03,0.609,1382.81,454.63,598.83,2.777,Oltre_Air_Entry_Top,3296.054,56.52,13.61,41.92,119.447,1.22,15.09,1.12,273.91,33.12,10.799,1.29,168.414,24.08,10.734,0.25,67.843,7.691,34.887,24.441,False
ML5,94,2025-10-12 17:00:00,2025-10-12 17:10:09,2025-10-12 17:30:01,2025-10-12 17:20:05.000,19.87,93.17,22.62,451.84,24.88,15.96,0.607,1405.2,468.46,608.37,2.784,Oltre_Air_Entry_Top,2273.463,6.07,12.371,43.2,121.226,1.42,15.237,1.73,301.909,29.72,10.851,0.79,166.086,28.2,10.744,0.15,59.211,7.73,35.866,26.178,False
ML5,95,2025-10-12 18:00:00,2025-10-12 18:10:09,2025-10-12 18:29:33,2025-10-12 18:19:51.000,19.4,94.16,22.72,451.6,24.78,15.9,0.604,1427.44,482.19,617.84,2.791,Oltre_Air_Entry_Top,2218.521,6.28,11.978,40.06,125.266,1.87,15.067,1.69,355.851,37.79,10.849,0.41,139.323,31.5,10.727,0.35,49.359,7.731,9.203,27.031,False
ML5,96,2025-10-12 19:00:00,2025-10-12 19:10:09,2025-10-12 19:29:18,2025-10-12 19:19:43.500,19.15,95.16,22.71,451.34,24.68,15.84,0.602,1449.71,495.95,627.33,2.797,Oltre_Air_Entry_Top,2046.848,10.98,11.424,44.42,127.51,0.62,15.069,3.63,407.818,49.48,10.87,0.38,142.321,33.19,10.766,0.27,53.241,7.723,29.796,29.818,False
ML5,97,2025-10-12 20:00:00,2025-10-12 20:10:09,2025-10-12 20:29:27,2025-10-12 20:19:48.000,19.3,96.16,22.72,451.09,24.58,15.77,0.6,1472.07,509.75,636.84,2.804,Oltre_Air_Entry_Top,1730.77,45.59,11.757,76.65,130.088,3.0,15.094,3.41,494.293,66.11,10.908,0.14,134.385,32.78,10.79,2.33,62.151,7.725,31.471,25.165,False
ML5,98,2025-10-12 21:00:00,2025-10-12 21:10:09,2025-10-12 21:29:19,2025-10-12 21:19:44.000,19.17,97.16,22.69,450.84,24.48,15.71,0.597,1494.36,523.51,646.34,2.81,Oltre_Air_Entry_Top,1718.225,43.42,11.674,85.24,142.15,2.12,14.884,4.98,468.155,53.65,10.828,0.67,175.763,20.32,10.876,1.04,77.481,7.699,32.851,29.555,False
ML5,99,2025-10-12 22:00:00,2025-10-12 22:10:09,2025-10-12 22:29:38,2025-10-12 22:19:53.500,19.48,98.16,22.65,450.57,24.37,15.64,0.594,1516.75,537.33,655.87,2.817,Oltre_Air_Entry_Top,1821.19,45.51,11.909,98.17,152.351,0.59,14.807,6.47,452.687,45.77,10.908,1.17,134.178,35.54,11.11,0.06,93.392,7.705,30.545,28.645,False
ML5,100,2025-10-12 23:00:00,2025-10-12 23:10:09,2025-10-12 23:28:59,2025-10-12 23:19:34.000,18.83,99.16,22.62,450.31,24.27,15.57,0.592,1538.95,551.04,665.33,2.823,Oltre_Air_Entry_Top,1451.282,83.87,9.766,98.93,156.64,0.31,14.873,4.82,461.468,47.6,10.993,1.3,182.126,13.86,11.121,0.16,93.07,7.679,29.972,30.196,False
ML5,101,2025-10-13 00:00:00,2025-10-13 00:10:09,2025-10-13 00:28:58,2025-10-13 00:19:33.500,18.82,100.16,22.58,450.06,24.17,15.51,0.589,1561.27,564.82,674.83,2.829,Oltre_Air_Entry_Top,1676.699,87.31,11.541,95.73,163.337,2.44,14.832,7.62,464.663,47.77,11.013,1.56,194.779,13.37,10.835,1.25,78.898,7.772,30.952,31.288,False
ML5,102,2025-10-13 01:00:00,2025-10-13 01:10:09,2025-10-13 01:29:05,2025-10-13 01:19:37.000,18.93,101.16,22.57,449.79,24.06,15.44,0.587,1583.61,578.62,684.35,2.835,Oltre_Air_Entry_Top,1776.565,81.0,11.502,87.33,169.648,1.67,14.605,8.9,496.799,54.52,11.006,1.72,219.519,8.72,10.988,1.06,86.898,7.849,34.653,33.802,False
ML5,103,2025-10-13 02:00:00,2025-10-13 02:10:09,2025-10-13 02:28:53,2025-10-13 02:19:31.000,18.73,102.16,22.52,449.53,23.96,15.37,0.584,1605.9,592.38,693.84,2.841,Oltre_Air_Entry_Top,1553.183,80.43,10.867,123.29,185.793,1.35,14.436,9.44,558.926,71.38,11.01,0.78,234.626,10.08,11.15,0.84,102.457,7.78,33.106,33.615,False
ML5,104,2025-10-13 03:00:00,2025-10-13 03:10:09,2025-10-13 03:28:51,2025-10-13 03:19:30.000,18.7,103.16,22.5,449.26,23.85,15.3,0.582,1628.22,606.16,703.34,2.847,Oltre_Air_Entry_Top,1547.665,74.79,10.701,114.7,190.428,2.76,14.346,12.7,587.894,49.51,10.904,2.39,262.765,9.74,11.128,1.27,101.09,7.831,35.742,35.599,False
ML5,105,2025-10-13 04:00:00,2025-10-13 04:10:09,2025-10-13 04:29:30,2025-10-13 04:19:49.500,19.35,104.16,22.49,449.0,23.74,15.23,0.579,1650.66,620.02,712.9,2.853,Oltre_Air_Entry_Top,1385.775,100.72,10.793,127.95,200.461,4.89,14.786,22.87,611.306,58.4,10.819,5.71,298.981,9.64,11.109,0.18,115.839,7.864,38.99,35.922,False
ML5,106,2025-10-13 05:00:00,2025-10-13 05:10:09,2025-10-13 05:30:22,2025-10-13 05:20:15.500,20.22,105.17,22.48,448.73,23.64,15.17,0.576,1673.15,633.9,722.47,2.859,Oltre_Air_Entry_Top,1419.773,106.87,11.5,121.32,217.98,2.1,16.408,46.83,616.382,63.16,10.564,11.19,353.037,4.52,11.127,1.56,129.001,7.792,39.738,32.844,False
ML5,107,2025-10-13 06:00:00,2025-10-13 06:10:09,2025-10-13 06:29:26,2025-10-13 06:19:47.500,19.28,106.16,22.49,448.48,23.54,15.1,0.574,1695.29,647.58,731.91,2.864,Oltre_Air_Entry_Top,1920.668,57.19,10.835,144.41,227.738,3.24,16.883,60.06,695.12,72.19,10.283,16.79,406.65,3.83,11.244,2.5,129.575,7.765,38.078,34.343,False
ML5,108,2025-10-13 07:00:00,2025-10-13 07:10:09,2025-10-13 07:29:21,2025-10-13 07:19:45.000,19.2,107.16,22.48,448.22,23.43,15.03,0.572,1717.6,661.35,741.41,2.87,Oltre_Air_Entry_Top,1640.33,70.26,9.978,191.28,245.809,30.58,15.686,45.56,611.447,39.52,10.919,5.56,326.912,5.48,11.179,1.44,138.71,7.777,38.543,36.455,False
ML5,109,2025-10-13 08:00:00,2025-10-13 08:10:09,2025-10-13 08:29:24,2025-10-13 08:19:46.500,19.25,108.16,22.5,447.96,23.33,14.97,0.569,1739.94,675.14,750.92,2.876,Oltre_Air_Entry_Top,1774.528,26.67,9.524,182.31,261.768,17.54,13.601,14.61,635.237,37.45,11.077,0.97,308.134,25.6,11.342,1.86,186.341,7.749,37.315,45.853,False
ML5,110,2025-10-13 09:00:00,2025-10-13 09:10:09,2025-10-13 09:28:48,2025-10-13 09:19:28.500,18.65,109.16,22.52,447.71,23.23,14.9,0.567,1762.15,688.85,760.37,2.881,Oltre_Air_Entry_Top,1435.278,63.25,9.406,178.43,277.359,18.63,13.982,14.84,646.381,42.65,11.076,3.09,292.952,30.04,11.222,0.68,205.434,7.728,39.482,36.799,False
ML5,111,2025-10-13 10:00:00,2025-10-13 10:10:09,2025-10-13 10:29:08,2025-10-13 10:19:38.500,18.98,110.16,22.57,447.46,23.13,14.84,0.564,1784.53,702.67,769.91,2.886,Oltre_Air_Entry_Top,1891.526,21.05,10.042,192.0,279.024,20.04,13.675,9.16,610.154,42.46,11.171,2.85,307.404,25.23,11.367,3.37,193.544,7.795,34.187,33.959,False
ML5,112,2025-10-13 11:00:00,2025-10-13 11:10:09,2025-10-13 11:29:00,2025-10-13 11:19:34.500,18.85,111.16,22.61,447.2,23.02,14.77,0.562,1806.83,716.44,779.4,2.892,Oltre_Air_Entry_Top,1924.659,24.21,9.633,196.18,293.644,20.38,13.164,11.47,562.439,30.77,10.944,5.95,316.151,20.27,11.391,1.57,195.223,7.766,40.887,31.102,False
ML5,113,2025-10-13 12:00:00,2025-10-13 12:10:09,2025-10-13 12:28:43,2025-10-13 12:19:26.000,18.57,112.16,22.7,446.92,22.91,14.7,0.559,1829.1,730.19,788.89,2.897,Oltre_Air_Entry_Top,2193.336,43.83,11.002,163.81,287.495,35.88,13.356,22.47,614.962,39.81,10.799,7.7,347.885,20.39,11.414,1.95,194.799,7.774,42.176,33.257,False
ML5,114,2025-10-13 13:00:00,2025-10-13 13:10:09,2025-10-13 13:28:53,2025-10-13 13:19:31.000,18.73,113.16,22.79,446.64,22.8,14.63,0.556,1851.46,744.0,798.41,2.902,Oltre_Air_Entry_Top,2278.6,39.55,15.183,75.7,318.702,26.09,14.06,34.64,576.236,27.24,10.534,12.25,413.756,15.82,11.459,4.01,216.683,7.794,44.512,38.94,False
ML5,115,2025-10-13 14:00:00,2025-10-13 14:10:09,2025-10-13 14:29:11,2025-10-13 14:19:40.000,19.03,114.16,22.79,446.35,22.68,14.55,0.553,1873.83,757.81,807.94,2.907,Oltre_Air_Entry_Top,2065.209,49.88,13.582,124.99,323.399,27.23,14.58,47.18,540.538,8.11,10.34,17.38,429.282,7.79,11.499,2.96,283.064,7.81,37.518,37.588,False
ML5,116,2025-10-13 15:00:00,2025-10-13 15:10:09,2025-10-13 15:29:23,2025-10-13 15:19:46.000,19.23,115.16,22.86,446.08,22.58,14.49,0.551,1896.19,771.62,817.46,2.912,Oltre_Air_Entry_Top,2558.066,36.71,14.488,86.71,342.868,26.25,15.441,70.46,539.656,15.56,9.867,26.16,505.447,1.81,11.577,2.03,180.285,7.81,39.367,32.916,False
ML5,117,2025-10-13 16:00:00,2025-10-13 16:10:09,2025-10-13 16:29:17,2025-10-13 16:19:43.000,19.13,116.16,22.92,445.81,22.47,14.42,0.548,1918.5,785.39,826.96,2.917,Oltre_Air_Entry_Top,4705.177,94.96,15.356,80.55,345.764,21.25,16.057,85.62,608.162,35.06,9.514,36.25,538.67,3.28,11.428,2.12,165.646,7.845,40.522,58.779,False
ML5,118,2025-10-13 17:00:00,2025-10-13 17:10:09,2025-10-13 17:29:57,2025-10-13 17:20:03.000,19.8,117.17,22.91,445.54,22.36,14.35,0.545,1940.95,799.25,836.52,2.922,Oltre_Air_Entry_Top,5539.416,80.34,14.826,81.76,335.601,41.66,16.414,97.92,563.031,30.66,9.227,44.01,617.577,3.48,11.566,4.81,197.64,7.856,54.151,49.106,False
ML5,119,2025-10-13 18:00:00,2025-10-13 18:10:09,2025-10-13 18:29:17,2025-10-13 18:19:43.000,19.13,118.16,22.85,445.26,22.25,14.28,0.543,1963.15,812.96,845.97,2.927,Oltre_Air_Entry_Top,5145.14,98.6,16.398,89.03,356.992,35.0,16.369,93.17,553.762,19.85,9.345,42.68,535.78,5.36,11.65,2.88,204.594,7.821,49.975,41.141,False
ML5,120,2025-10-13 19:00:00,2025-10-13 19:10:09,2025-10-13 19:29:04,2025-10-13 19:19:36.500,18.92,119.16,22.8,444.99,22.14,14.21,0.54,1985.43,826.72,855.46,2.932,Oltre_Air_Entry_Top,4119.672,71.19,16.167,99.5,372.013,29.4,16.849,93.74,563.327,22.86,9.776,32.95,426.823,6.92,11.775,2.24,242.335,7.842,50.989,42.309,False
ML5,121,2025-10-13 20:00:00,2025-10-13 20:10:09,2025-10-13 20:28:48,2025-10-13 20:19:28.500,18.65,120.16,22.76,444.74,22.04,14.14,0.538,2007.7,840.47,864.94,2.937,Oltre_Air_Entry_Top,5279.594,49.56,17.129,87.78,349.59,45.88,15.429,98.74,621.906,32.15,9.404,41.78,518.091,8.45,11.805,4.03,209.765,7.874,64.939,40.169,False
ML5,122,2025-10-13 21:00:00,2025-10-13 21:11:56,2025-10-13 21:29:05,2025-10-13 21:20:30.500,17.15,121.17,22.68,444.47,21.93,14.07,0.535,2030.41,854.49,874.61,2.942,Oltre_Air_Entry_Top,3979.998,,25.635,,439.294,,15.002,100.29,598.022,28.49,11.472,,600.684,12.75,11.819,3.15,196.842,7.863,69.073,65.691,False
ML5,123,2025-10-13 22:00:00,2025-10-13 22:10:09,2025-10-13 22:29:06,2025-10-13 22:19:37.500,18.95,122.16,22.62,444.22,21.83,14.01,0.532,2052.4,868.07,883.98,2.946,Oltre_Air_Entry_Top,5115.524,26.67,17.887,92.92,439.433,5.96,18.336,137.77,590.751,22.0,7.817,84.26,724.061,15.89,11.78,2.71,194.508,7.862,74.372,44.593,False
ML5,124,2025-10-13 23:00:00,2025-10-13 23:10:09,2025-10-13 23:29:06,2025-10-13 23:19:37.500,18.95,123.16,22.54,443.95,21.72,13.94,0.53,2074.73,881.85,893.49,2.951,Oltre_Air_Entry_Top,5296.536,35.75,19.969,64.04,428.354,8.98,15.232,156.95,572.245,8.63,9.328,46.48,762.271,14.57,11.846,2.17,183.142,7.862,76.601,56.035,False
ML5,125,2025-10-14 00:00:00,2025-10-14 00:10:09,2025-10-14 00:28:12,2025-10-14 00:19:10.500,18.05,124.15,22.47,443.68,21.62,13.87,0.527,2096.88,895.53,902.92,2.956,Oltre_Air_Entry_Top,6243.093,51.67,43.633,73.52,459.603,9.05,23.663,147.1,574.157,21.52,8.262,81.59,842.506,21.2,11.844,1.42,134.714,7.888,83.75,59.254,False
ML5,126,2025-10-14 01:00:00,2025-10-14 01:10:09,2025-10-14 01:27:50,2025-10-14 01:18:59.500,17.68,125.15,22.42,443.43,21.52,13.8,0.525,2119.14,909.27,912.4,2.96,Oltre_Air_Entry_Top,6274.551,73.35,23.012,51.09,418.583,2.98,24.854,161.37,516.202,18.57,7.37,128.77,893.01,27.71,11.842,4.84,96.283,7.954,89.059,72.313,False
ML5,127,2025-10-14 02:00:00,2025-10-14 02:10:09,2025-10-14 02:27:34,2025-10-14 02:18:51.500,17.42,126.15,22.36,443.16,21.41,13.74,0.522,2141.41,923.03,921.88,2.965,Oltre_Air_Entry_Top,5832.635,69.54,22.379,36.35,412.453,7.57,15.724,147.41,489.984,6.32,6.901,141.51,1019.005,38.25,11.799,1.42,18.636,7.978,95.482,62.535,False
ML5,128,2025-10-14 03:00:00,2025-10-14 03:10:09,2025-10-14 03:27:33,2025-10-14 03:18:51.000,17.4,127.15,22.34,442.91,21.31,13.67,0.52,2163.73,936.81,931.39,2.969,Oltre_Air_Entry_Top,4560.671,89.62,23.483,31.95,423.693,9.76,17.585,159.6,458.844,14.68,6.317,155.16,886.497,64.24,12.005,2.94,220.032,8.019,105.427,77.114,False
ML5,129,2025-10-14 04:00:00,2025-10-14 04:10:13,2025-10-14 04:27:44,2025-10-14 04:18:58.500,17.52,128.15,22.34,442.67,21.21,13.61,0.517,2186.1,950.62,940.92,2.974,Oltre_Air_Entry_Top,3537.288,96.24,46.888,76.27,243.098,140.25,22.795,142.85,294.176,68.97,8.544,75.07,814.31,93.03,11.922,1.55,362.735,8.156,115.212,76.079,False
ML5,130,2025-10-14 05:00:00,2025-10-14 05:10:09,2025-10-14 05:27:51,2025-10-14 05:19:00.000,17.7,129.15,22.37,442.42,21.11,13.55,0.515,2208.43,964.41,950.43,2.978,Oltre_Air_Entry_Top,2126.987,127.64,30.987,15.38,199.934,181.99,25.221,149.25,291.192,84.45,9.372,51.79,798.291,116.97,12.084,3.85,505.691,8.181,123.763,85.592,False
ML5,131,2025-10-14 06:00:00,2025-10-14 06:10:09,2025-10-14 06:28:03,2025-10-14 06:19:06.000,17.9,130.15,22.42,442.2,21.03,13.49,0.513,2230.8,978.21,959.95,2.982,Oltre_Air_Entry_Top,969.414,95.9,44.685,73.18,167.891,140.4,26.764,154.87,265.686,71.08,9.836,35.18,671.625,181.38,11.932,0.15,631.305,8.314,140.032,108.701,False
ML5,132,2025-10-14 07:00:00,2025-10-14 07:10:09,2025-10-14 07:27:22,2025-10-14 07:18:45.500,17.22,131.14,22.47,441.98,20.94,13.43,0.511,2252.99,991.92,969.4,2.987,Oltre_Air_Entry_Top,865.783,70.48,57.609,103.36,208.831,59.02,27.77,156.09,214.806,118.51,10.056,1.25,681.703,190.69,11.741,0.58,688.546,8.402,114.931,94.88,False
