campione_id,time_step_id,datetime_nominale,datetime_inizio_ert,datetime_fine_ert,datetime_baricentro_ert,durata_misura_ert_min,ore_trascorse_da_t0,temperatura_C,peso_netto_g,theta_vol_pct,contenuto_acqua_grav_pct,grado_saturazione_Sr,suzione_top_estesa_kpa,suzione_bottom_estesa_kpa,suzione_media_kpa,log10_suzione_kpa,regime_suzione,rho25_qp1,eps_qp1,rho25_qp2,eps_qp2,rho25_qp3,eps_qp3,rho25_qp4,eps_qp4,rho25_qp5,eps_qp5,rho25_qp6,eps_qp6,rho25_qp7,eps_qp7,rho25_qp8,eps_qp8,rho25_W1,rho25_W2,rho25_W3,rho25_W4,qualita_qc_pass
ML5,15,2025-10-09 10:00:00,2025-10-09 10:10:05,2025-10-09 10:23:24,2025-10-09 10:16:44.500,13.32,14.11,22.3,482.98,37.34,23.96,0.911,22.99,10.08,15.22,1.183,Diretto_Entrambi_Tensiometri,10.954,0.17,11.096,0.1,9.663,1.14,11.859,0.02,10.92,0.73,8.682,1.01,16.022,4.68,10.222,3.4,19.812,6.924,10.819,5.977,True
ML5,16,2025-10-09 11:00:00,2025-10-09 11:10:05,2025-10-09 11:23:11,2025-10-09 11:16:38.000,13.1,15.11,22.49,482.44,37.12,23.82,0.905,25.08,11.81,17.21,1.236,Diretto_Entrambi_Tensiometri,11.11,0.2,11.174,0.13,9.748,1.24,11.939,0.05,10.921,1.03,8.695,0.82,16.52,3.9,10.288,2.74,20.696,6.954,10.727,6.007,True
ML5,17,2025-10-09 12:00:00,2025-10-09 12:10:05,2025-10-09 12:23:37,2025-10-09 12:16:51.000,13.53,16.11,22.5,481.9,36.9,23.68,0.9,20.71,13.84,16.9,1.228,Diretto_Entrambi_Tensiometri,11.315,0.13,11.251,0.1,9.801,1.06,12.021,0.04,10.997,0.37,8.724,0.64,16.902,3.52,10.154,3.13,21.615,6.912,10.713,6.006,True
ML5,18,2025-10-09 13:00:00,2025-10-09 13:10:05,2025-10-09 13:23:26,2025-10-09 13:16:45.500,13.35,17.11,22.5,481.37,36.69,23.54,0.895,24.06,14.97,18.98,1.278,Diretto_Entrambi_Tensiometri,11.498,0.05,11.325,0.08,9.877,1.26,12.11,0.04,11.029,0.52,8.76,0.81,16.919,6.26,10.257,3.67,22.565,6.98,10.705,6.023,True
ML5,19,2025-10-09 14:00:00,2025-10-09 14:10:05,2025-10-09 14:24:03,2025-10-09 14:17:04.000,13.97,18.12,22.37,480.81,36.47,23.4,0.889,35.55,16.98,24.57,1.39,Diretto_Entrambi_Tensiometri,11.736,0.02,11.421,0.07,9.968,1.11,12.215,0.04,11.1,0.69,8.803,1.14,17.152,6.34,10.224,3.98,23.943,6.989,10.739,6.053,True
ML5,20,2025-10-09 15:00:00,2025-10-09 15:10:05,2025-10-09 15:24:18,2025-10-09 15:17:11.500,14.22,19.12,22.25,480.25,36.24,23.25,0.884,44.03,18.73,28.72,1.458,Diretto_Entrambi_Tensiometri,11.978,0.18,11.552,0.8,10.09,1.19,12.34,0.54,11.15,0.27,8.8,1.22,17.353,6.98,10.157,3.93,25.484,6.992,10.766,6.054,True
ML5,21,2025-10-09 16:00:00,2025-10-09 16:10:05,2025-10-09 16:24:19,2025-10-09 16:17:12.000,14.23,20.12,22.23,479.72,36.03,23.12,0.879,51.02,20.56,32.39,1.51,Diretto_Entrambi_Tensiometri,12.181,0.68,11.614,0.77,10.155,1.43,12.391,0.29,11.219,0.01,8.861,0.91,17.702,5.84,10.15,4.34,27.42,6.996,10.715,6.075,True
ML5,22,2025-10-09 17:00:00,2025-10-09 17:10:05,2025-10-09 17:24:13,2025-10-09 17:17:09.000,14.13,21.12,22.12,479.18,35.81,22.98,0.874,56.76,22.51,35.74,1.553,Diretto_Entrambi_Tensiometri,12.471,0.91,11.695,0.18,10.221,1.77,12.529,0.04,11.271,0.18,8.913,0.92,17.893,5.51,10.142,3.57,29.738,6.977,10.761,6.088,True
ML5,23,2025-10-09 18:00:00,2025-10-09 18:10:05,2025-10-09 18:24:14,2025-10-09 18:17:09.500,14.15,22.12,22.13,478.67,35.61,22.85,0.869,61.7,24.33,38.75,1.588,Diretto_Entrambi_Tensiometri,12.761,0.89,11.743,0.5,10.279,2.18,12.605,0.12,11.279,0.01,8.917,0.94,18.285,5.89,9.966,4.05,31.91,6.994,10.758,6.107,True
ML5,24,2025-10-09 19:00:00,2025-10-09 19:10:05,2025-10-09 19:24:14,2025-10-09 19:17:09.500,14.15,23.12,22.04,478.15,35.4,22.72,0.864,66.67,26.29,41.86,1.622,Diretto_Entrambi_Tensiometri,13.179,2.2,11.883,0.72,10.347,2.16,12.703,0.16,11.302,0.1,8.956,0.52,18.57,6.78,9.911,3.44,34.268,7.023,10.777,6.128,True
ML5,25,2025-10-09 20:00:00,2025-10-09 20:10:05,2025-10-09 20:24:14,2025-10-09 20:17:09.500,14.15,24.12,22.03,477.64,35.2,22.59,0.859,71.8,28.15,44.96,1.653,Diretto_Entrambi_Tensiometri,13.451,2.78,11.988,0.23,10.328,2.13,12.802,0.06,11.295,0.79,8.983,0.88,19.038,7.71,9.938,2.46,36.549,7.045,10.829,6.151,True
ML5,26,2025-10-09 21:00:00,2025-10-09 21:10:05,2025-10-09 21:24:28,2025-10-09 21:17:16.500,14.38,25.12,21.99,477.13,35.0,22.45,0.854,76.6,29.98,47.92,1.681,Diretto_Entrambi_Tensiometri,13.93,2.56,12.07,0.85,10.318,2.71,12.881,0.16,11.208,0.92,9.007,0.72,19.457,7.1,9.767,3.71,38.567,7.028,10.834,6.246,True
ML5,27,2025-10-09 22:00:00,2025-10-09 22:10:05,2025-10-09 22:24:31,2025-10-09 22:17:18.000,14.43,26.12,21.99,476.64,34.8,22.33,0.849,78.36,31.76,49.88,1.698,Diretto_Entrambi_Tensiometri,14.053,3.55,12.232,1.39,10.327,3.26,12.957,0.03,11.01,1.64,9.046,0.64,19.845,7.73,9.708,2.85,40.741,7.088,10.824,6.413,True
ML5,28,2025-10-09 23:00:00,2025-10-09 23:10:05,2025-10-09 23:24:45,2025-10-09 23:17:25.000,14.67,27.12,22.0,476.17,34.61,22.21,0.844,82.04,33.72,52.6,1.721,Diretto_Entrambi_Tensiometri,13.431,4.29,12.357,2.3,10.273,3.95,13.015,0.04,10.701,1.2,9.082,0.73,20.516,7.49,9.685,2.74,42.73,7.129,10.844,6.406,True
ML5,29,2025-10-10 00:00:00,2025-10-10 00:10:05,2025-10-10 00:24:43,2025-10-10 00:17:24.000,14.63,28.12,22.0,475.73,34.43,22.09,0.84,84.49,35.67,54.9,1.74,Diretto_Entrambi_Tensiometri,13.534,10.44,12.442,2.95,10.317,3.04,13.063,0.17,10.81,1.68,9.099,0.76,21.413,7.04,9.631,5.05,44.562,7.142,10.871,6.566,True
ML5,30,2025-10-10 01:00:00,2025-10-10 01:10:05,2025-10-10 01:24:47,2025-10-10 01:17:26.000,14.7,29.12,22.02,475.3,34.26,21.98,0.836,86.84,37.62,57.16,1.757,Diretto_Entrambi_Tensiometri,12.577,4.69,12.559,2.88,10.321,3.44,13.101,0.1,10.78,0.44,9.118,0.8,22.022,5.43,9.67,4.53,46.471,7.202,10.882,6.703,True
ML5,31,2025-10-10 02:00:00,2025-10-10 02:10:05,2025-10-10 02:25:12,2025-10-10 02:17:38.500,15.12,30.13,22.02,474.88,34.1,21.88,0.832,88.38,39.52,59.1,1.772,Diretto_Entrambi_Tensiometri,12.558,9.39,12.613,4.67,10.377,2.01,13.132,0.1,10.491,3.8,9.159,1.16,22.927,5.85,9.832,2.01,48.023,7.234,11.01,7.042,True
ML5,32,2025-10-10 03:00:00,2025-10-10 03:10:05,2025-10-10 03:24:40,2025-10-10 03:17:22.500,14.58,31.12,22.06,474.47,33.93,21.77,0.828,88.99,41.59,60.83,1.784,Diretto_Entrambi_Tensiometri,14.09,12.3,12.698,4.89,10.349,3.33,13.135,0.06,10.637,8.16,9.175,1.1,24.913,5.54,9.615,0.45,50.118,7.22,11.133,7.342,True
ML5,33,2025-10-10 04:00:00,2025-10-10 04:10:05,2025-10-10 04:24:52,2025-10-10 04:17:28.500,14.78,32.12,22.1,474.07,33.77,21.67,0.824,89.85,43.61,62.6,1.797,Diretto_Entrambi_Tensiometri,15.634,40.71,12.798,5.78,10.369,2.7,13.163,0.26,10.83,16.71,9.166,1.08,27.413,5.17,9.511,0.44,51.875,7.188,11.3,7.484,False
ML5,34,2025-10-10 05:00:00,2025-10-10 05:10:05,2025-10-10 05:25:04,2025-10-10 05:17:34.500,14.98,33.12,22.11,473.66,33.61,21.56,0.82,90.77,45.65,64.37,1.809,Diretto_Entrambi_Tensiometri,15.381,37.57,12.888,7.12,10.434,1.58,13.197,0.12,11.051,22.39,9.179,1.24,30.008,8.36,9.543,1.34,53.755,7.309,11.481,7.866,False
ML5,35,2025-10-10 06:00:00,2025-10-10 06:10:05,2025-10-10 06:25:31,2025-10-10 06:17:48.000,15.43,34.13,22.11,473.26,33.45,21.46,0.816,91.6,47.58,66.01,1.82,Diretto_Entrambi_Tensiometri,16.328,32.81,12.95,7.6,10.399,1.86,13.21,0.04,11.801,39.24,9.186,1.28,32.046,8.21,9.505,0.38,55.601,7.322,11.625,8.011,False
ML5,36,2025-10-10 07:00:00,2025-10-10 07:10:05,2025-10-10 07:25:29,2025-10-10 07:17:47.000,15.4,35.13,22.04,472.85,33.29,21.36,0.812,109.6,49.75,73.84,1.868,Esteso_Top_Diretto_Bottom,8.331,7.86,13.057,7.74,10.474,0.32,13.228,0.29,12.192,43.66,9.206,1.18,34.572,6.34,9.708,1.11,57.251,7.382,11.583,9.434,False
ML5,37,2025-10-10 08:00:00,2025-10-10 08:10:05,2025-10-10 08:25:54,2025-10-10 08:17:59.500,15.82,36.13,22.03,472.42,33.11,21.24,0.808,132.0,51.37,82.34,1.916,Esteso_Top_Diretto_Bottom,5.207,8.33,13.182,9.17,10.389,1.98,13.224,1.64,9.93,21.78,9.237,1.3,36.917,6.82,9.698,0.3,58.978,7.219,11.915,9.265,False
ML5,38,2025-10-10 09:00:00,2025-10-10 09:10:05,2025-10-10 09:26:08,2025-10-10 09:18:06.500,16.05,37.13,22.14,471.95,32.92,21.12,0.803,154.36,53.64,90.99,1.959,Esteso_Top_Diretto_Bottom,8.863,156.01,13.376,9.78,10.455,1.14,13.176,0.59,13.068,64.13,9.229,1.36,39.839,5.39,9.748,5.71,59.689,7.285,12.199,10.467,False
ML5,39,2025-10-10 10:00:00,2025-10-10 10:10:05,2025-10-10 10:25:38,2025-10-10 10:17:51.500,15.55,38.13,22.56,471.46,32.73,21.0,0.798,176.59,55.33,98.85,1.995,Esteso_Top_Diretto_Bottom,10.906,117.43,13.401,10.01,10.539,3.96,13.124,2.13,12.563,73.03,9.23,1.63,39.912,4.62,9.717,3.11,60.308,7.342,12.552,10.483,False
ML5,40,2025-10-10 11:00:00,2025-10-10 11:10:05,2025-10-10 11:26:20,2025-10-10 11:18:12.500,16.25,39.14,22.76,471.03,32.56,20.89,0.794,199.05,57.61,107.09,2.03,Esteso_Top_Diretto_Bottom,17.507,64.88,13.492,9.93,10.545,4.05,13.156,1.62,12.022,70.06,9.246,1.55,40.538,9.74,9.886,2.75,62.715,7.387,12.818,10.481,False
ML5,41,2025-10-10 12:00:00,2025-10-10 12:10:05,2025-10-10 12:26:07,2025-10-10 12:18:06.000,16.03,40.13,22.6,470.59,32.38,20.78,0.79,221.33,60.11,115.35,2.062,Esteso_Top_Diretto_Bottom,12.389,38.96,13.579,11.82,10.593,6.88,13.173,2.3,12.452,70.3,9.25,1.84,44.863,2.14,9.68,4.16,65.186,7.533,13.842,10.151,False
ML5,42,2025-10-10 13:00:00,2025-10-10 13:10:05,2025-10-10 13:26:40,2025-10-10 13:18:22.500,16.58,41.14,22.53,470.17,32.21,20.67,0.786,243.76,62.45,123.38,2.091,Esteso_Top_Diretto_Bottom,21.67,40.63,13.655,14.39,10.609,7.25,13.255,2.41,12.278,77.61,9.214,1.89,40.666,8.42,9.541,4.51,66.778,7.309,13.99,9.428,False
ML5,43,2025-10-10 14:00:00,2025-10-10 14:10:05,2025-10-10 14:26:54,2025-10-10 14:18:29.500,16.82,42.14,22.53,469.76,32.05,20.56,0.782,266.12,64.84,131.36,2.118,Esteso_Top_Diretto_Bottom,15.956,33.25,13.886,16.29,10.595,7.93,13.699,5.53,12.421,77.92,9.202,2.21,38.828,13.79,9.65,4.34,68.905,7.397,14.599,9.54,False
ML5,44,2025-10-10 15:00:00,2025-10-10 15:10:05,2025-10-10 15:26:40,2025-10-10 15:18:22.500,16.58,43.14,22.58,469.36,31.89,20.46,0.778,288.4,67.31,139.33,2.144,Esteso_Top_Diretto_Bottom,18.01,183.44,13.922,16.33,10.444,6.53,14.004,9.31,11.413,77.81,9.185,2.45,38.856,16.11,9.634,1.41,70.841,7.541,14.573,9.781,False
ML5,45,2025-10-10 16:00:00,2025-10-10 16:10:05,2025-10-10 16:26:53,2025-10-10 16:18:29.000,16.8,44.14,22.63,468.98,31.74,20.36,0.774,310.77,69.77,147.24,2.168,Esteso_Top_Diretto_Bottom,57.356,53.36,14.012,18.1,10.465,3.92,14.501,16.65,12.473,96.28,9.184,2.72,41.324,13.16,9.588,1.61,73.223,7.189,14.528,9.833,False
ML5,46,2025-10-10 17:00:00,2025-10-10 17:10:05,2025-10-10 17:26:45,2025-10-10 17:18:25.000,16.67,45.14,22.64,468.59,31.58,20.26,0.77,333.07,72.4,155.29,2.191,Esteso_Top_Diretto_Bottom,61.968,3.85,14.536,23.8,9.471,12.93,14.769,21.19,11.673,93.56,9.189,2.58,40.228,25.0,9.608,0.67,75.529,7.131,16.152,9.952,False
ML5,47,2025-10-10 18:00:00,2025-10-10 18:10:05,2025-10-10 18:26:38,2025-10-10 18:18:21.500,16.55,46.14,22.69,468.22,31.43,20.17,0.767,355.37,75.07,163.34,2.213,Esteso_Top_Diretto_Bottom,49.526,81.4,14.892,28.86,9.296,20.38,15.252,25.97,12.434,104.33,9.185,1.79,35.951,37.07,9.65,3.79,78.218,7.274,16.287,10.041,False
ML5,48,2025-10-10 19:00:00,2025-10-10 19:10:05,2025-10-10 19:26:39,2025-10-10 19:18:22.000,16.57,47.14,22.67,467.87,31.29,20.08,0.763,377.69,77.85,171.47,2.234,Esteso_Top_Diretto_Bottom,67.551,99.4,15.014,28.01,9.579,8.96,15.507,28.06,11.148,98.54,9.153,2.83,27.189,0.95,9.5,0.13,79.423,7.305,16.691,10.161,False
ML5,49,2025-10-10 20:00:00,2025-10-10 20:10:05,2025-10-10 20:27:21,2025-10-10 20:18:43.000,17.27,48.14,22.68,467.53,31.16,19.99,0.76,400.15,80.78,179.79,2.255,Esteso_Top_Diretto_Bottom,76.008,111.4,14.713,24.33,9.139,15.44,15.495,27.55,11.058,103.88,9.16,3.48,24.897,7.61,9.636,1.69,79.793,7.264,15.894,10.179,False
ML5,50,2025-10-10 21:00:00,2025-10-10 21:10:05,2025-10-10 21:27:29,2025-10-10 21:18:47.000,17.4,49.15,22.6,467.14,31.0,19.89,0.756,422.49,83.83,188.2,2.275,Esteso_Top_Diretto_Bottom,92.663,57.22,14.729,24.62,8.412,30.08,15.918,31.53,11.077,108.85,9.238,1.99,18.649,1.0,9.412,8.22,78.675,7.41,18.172,10.388,False
ML5,51,2025-10-10 22:00:00,2025-10-10 22:10:05,2025-10-10 22:27:13,2025-10-10 22:18:39.000,17.13,50.14,22.51,466.74,30.84,19.79,0.752,444.77,86.72,196.4,2.293,Esteso_Top_Diretto_Bottom,133.962,8.25,14.738,23.91,8.961,23.87,15.808,27.47,10.666,122.51,9.232,2.9,15.063,1.63,9.408,1.89,78.369,7.393,18.751,10.489,False
ML5,52,2025-10-10 23:00:00,2025-10-10 23:10:05,2025-10-10 23:27:19,2025-10-10 23:18:42.000,17.23,51.14,22.44,466.34,30.68,19.69,0.748,467.11,89.87,204.88,2.312,Esteso_Top_Diretto_Bottom,340.745,9.24,14.582,22.02,7.896,53.81,16.575,37.36,11.254,129.72,9.201,3.88,9.68,8.67,9.172,3.66,78.966,7.28,20.565,10.606,False
ML5,53,2025-10-11 00:00:00,2025-10-11 00:10:05,2025-10-11 00:27:02,2025-10-11 00:18:33.500,16.95,52.14,22.39,465.94,30.52,19.58,0.744,489.38,92.95,213.27,2.329,Esteso_Top_Diretto_Bottom,364.2,21.89,14.624,21.87,8.041,56.59,16.235,30.77,10.329,137.83,9.319,3.96,8.643,5.17,9.185,0.44,78.179,7.293,22.458,10.721,False
ML5,54,2025-10-11 01:00:00,2025-10-11 01:10:05,2025-10-11 01:27:25,2025-10-11 01:18:45.000,17.33,53.14,22.38,465.55,30.37,19.48,0.741,511.78,96.11,221.78,2.346,Esteso_Top_Diretto_Bottom,540.576,16.8,14.285,18.38,7.876,58.5,15.601,22.87,10.35,144.5,9.315,4.2,7.339,25.92,9.129,1.23,76.888,7.324,24.514,10.735,False
ML5,55,2025-10-11 02:00:00,2025-10-11 02:10:05,2025-10-11 02:28:02,2025-10-11 02:19:03.500,17.95,54.15,22.35,465.16,30.21,19.38,0.737,534.21,99.46,230.51,2.363,Esteso_Top_Diretto_Bottom,641.807,15.3,14.242,16.49,7.225,64.69,15.319,18.1,10.443,150.04,9.343,3.89,16.208,136.43,9.279,0.26,74.829,7.329,25.84,10.929,False
ML5,56,2025-10-11 03:00:00,2025-10-11 03:10:05,2025-10-11 03:27:52,2025-10-11 03:18:58.500,17.78,55.15,22.35,464.78,30.05,19.28,0.733,556.51,102.8,239.18,2.379,Esteso_Top_Diretto_Bottom,741.149,16.34,14.19,12.34,8.162,37.4,15.21,16.55,9.847,154.63,9.47,4.55,12.805,139.81,9.13,0.74,74.552,7.334,26.711,11.054,False
ML5,57,2025-10-11 04:00:00,2025-10-11 04:10:05,2025-10-11 04:28:27,2025-10-11 04:19:16.000,18.37,56.15,22.34,464.41,29.91,19.19,0.729,578.94,106.31,248.09,2.395,Esteso_Top_Diretto_Bottom,808.139,25.28,14.01,9.16,7.723,45.69,15.138,16.63,9.626,161.45,9.386,4.88,21.847,150.56,9.182,0.09,71.86,7.338,27.619,11.106,False
ML5,58,2025-10-11 05:00:00,2025-10-11 05:10:05,2025-10-11 05:28:40,2025-10-11 05:19:22.500,18.58,57.15,22.34,464.04,29.76,19.09,0.726,601.3,110.03,257.22,2.41,Esteso_Top_Diretto_Bottom,846.937,14.37,13.827,9.44,7.494,43.76,15.466,18.21,9.47,174.43,9.396,5.76,10.805,43.98,9.105,0.58,70.067,7.36,30.049,11.18,False
ML5,59,2025-10-11 06:00:00,2025-10-11 06:10:05,2025-10-11 06:29:02,2025-10-11 06:19:33.500,18.95,58.16,22.36,463.68,29.61,19.0,0.722,623.69,113.93,266.56,2.426,Esteso_Top_Diretto_Bottom,818.668,21.18,13.635,5.18,7.1,48.13,16.416,28.19,8.999,192.29,9.278,6.54,15.633,19.29,9.062,1.15,69.1,7.394,30.334,11.303,False
ML5,60,2025-10-11 07:00:00,2025-10-11 07:10:05,2025-10-11 07:29:13,2025-10-11 07:19:39.000,19.13,59.16,22.34,463.32,29.47,18.91,0.719,646.05,117.78,275.85,2.441,Esteso_Top_Diretto_Bottom,851.199,24.58,13.719,3.39,7.978,19.76,16.978,37.41,7.968,190.72,9.233,8.43,26.06,7.89,9.107,0.63,67.862,7.398,30.911,11.477,False
ML5,61,2025-10-11 08:00:00,2025-10-11 08:10:05,2025-10-11 08:29:11,2025-10-11 08:19:38.000,19.1,60.16,22.35,462.97,29.33,18.82,0.715,668.37,121.73,285.24,2.455,Esteso_Top_Diretto_Bottom,837.392,15.85,13.777,3.39,7.199,24.31,17.785,44.84,8.605,173.3,9.13,10.06,34.477,6.38,9.038,0.68,66.123,7.451,31.87,11.632,False
ML5,62,2025-10-11 09:00:00,2025-10-11 09:10:05,2025-10-11 09:29:08,2025-10-11 09:19:36.500,19.05,61.16,22.33,462.61,29.19,18.73,0.712,690.68,125.99,294.98,2.47,Esteso_Top_Diretto_Bottom,1028.969,31.17,13.193,4.49,6.534,43.48,18.315,48.77,12.972,93.67,8.977,11.94,52.239,10.9,9.006,2.24,64.177,7.466,33.757,11.751,False
ML5,63,2025-10-11 10:00:00,2025-10-11 10:10:05,2025-10-11 10:29:02,2025-10-11 10:19:33.500,18.95,62.16,22.35,462.26,29.05,18.64,0.708,712.99,130.32,304.82,2.484,Esteso_Top_Diretto_Bottom,961.323,1.13,12.924,11.17,6.829,22.82,18.165,47.09,8.785,196.65,9.216,10.5,49.57,7.77,9.125,1.3,61.992,7.497,35.218,11.776,False
ML5,64,2025-10-11 11:00:00,2025-10-11 11:10:05,2025-10-11 11:29:14,2025-10-11 11:19:39.500,19.15,63.16,22.37,461.89,28.9,18.54,0.705,735.35,134.73,314.75,2.498,Esteso_Top_Diretto_Bottom,592.611,124.99,12.73,23.67,6.216,37.68,18.51,49.43,9.547,174.45,9.133,11.27,65.887,4.03,8.992,1.86,64.83,7.516,19.018,11.839,False
ML5,65,2025-10-11 12:00:00,2025-10-11 12:10:05,2025-10-11 12:29:20,2025-10-11 12:19:42.500,19.25,64.16,22.37,461.52,28.75,18.45,0.701,757.69,139.51,325.12,2.512,Esteso_Top_Diretto_Bottom,838.402,10.96,12.881,14.09,5.58,34.8,18.979,52.59,9.341,163.94,9.081,13.33,64.608,5.73,9.131,2.55,62.563,7.516,32.167,11.98,False
