campione_id,time_step_id,datetime_nominale,datetime_inizio_ert,datetime_fine_ert,datetime_baricentro_ert,durata_misura_ert_min,ore_trascorse_da_t0,temperatura_C,peso_netto_g,theta_vol_pct,contenuto_acqua_grav_pct,grado_saturazione_Sr,suzione_top_estesa_kpa,suzione_bottom_estesa_kpa,suzione_media_kpa,log10_suzione_kpa,regime_suzione,rho25_qp1,eps_qp1,rho25_qp2,eps_qp2,rho25_qp3,eps_qp3,rho25_qp4,eps_qp4,rho25_qp5,eps_qp5,rho25_qp6,eps_qp6,rho25_qp7,eps_qp7,rho25_qp8,eps_qp8,rho25_W1,rho25_W2,rho25_W3,rho25_W4,qualita_qc_pass
ML3,11,2025-07-16 22:00:00,2025-07-16 22:25:05,2025-07-16 22:38:21,2025-07-16 22:31:43.000,13.27,10.11,24.98,458.26,43.9,31.5,0.915,10.41,1.64,4.13,0.616,Diretto_Entrambi_Tensiometri,20.368,0.07,22.098,0.03,18.097,0.08,23.54,0.24,26.545,1.02,17.498,0.07,27.004,2.26,18.427,0.86,21.228,19.052,24.237,26.831,True
ML3,12,2025-07-16 23:00:00,2025-07-16 23:25:05,2025-07-16 23:38:25,2025-07-16 23:31:45.000,13.33,11.11,24.91,457.73,43.69,31.34,0.91,11.82,1.68,4.46,0.649,Diretto_Entrambi_Tensiometri,20.449,0.0,22.15,0.25,18.115,0.26,23.601,0.1,26.626,0.99,17.549,0.04,27.499,2.25,18.239,0.76,21.164,19.141,24.425,27.297,True
ML3,13,2025-07-17 00:00:00,2025-07-17 00:25:05,2025-07-17 00:38:23,2025-07-17 00:31:44.000,13.3,12.11,24.83,457.23,43.49,31.2,0.906,13.44,1.87,5.02,0.7,Diretto_Entrambi_Tensiometri,20.566,0.06,22.269,0.1,18.164,0.22,23.719,0.26,26.701,0.88,17.541,0.04,27.124,2.16,18.369,0.73,21.189,19.146,24.541,27.527,True
ML3,14,2025-07-17 01:00:00,2025-07-17 01:25:05,2025-07-17 01:38:22,2025-07-17 01:31:43.500,13.28,13.11,24.77,456.72,43.29,31.05,0.902,15.34,1.92,5.43,0.735,Diretto_Entrambi_Tensiometri,20.695,0.11,22.354,0.0,18.198,0.19,23.832,0.14,26.829,0.92,17.541,0.01,26.918,2.21,17.721,0.2,21.369,19.304,24.651,27.665,True
ML3,15,2025-07-17 02:00:00,2025-07-17 02:25:05,2025-07-17 02:38:28,2025-07-17 02:31:46.500,13.38,14.11,24.71,456.22,43.09,30.91,0.898,17.34,2.27,6.27,0.797,Diretto_Entrambi_Tensiometri,20.859,0.16,22.466,0.08,18.195,0.24,23.904,0.12,26.922,1.04,17.598,0.02,27.034,2.2,17.829,1.21,21.562,19.295,24.834,27.864,True
ML3,16,2025-07-17 03:00:00,2025-07-17 03:25:05,2025-07-17 03:38:27,2025-07-17 03:31:46.000,13.37,15.11,24.63,455.72,42.89,30.76,0.893,19.4,2.07,6.34,0.802,Diretto_Entrambi_Tensiometri,21.037,0.2,22.578,0.0,18.23,0.15,23.997,0.05,26.998,1.01,17.603,0.03,27.449,1.5,17.811,1.99,21.302,19.314,24.959,28.12,True
ML3,17,2025-07-17 04:00:00,2025-07-17 04:25:05,2025-07-17 04:38:30,2025-07-17 04:31:47.500,13.42,16.11,24.56,455.21,42.69,30.62,0.889,21.41,2.43,7.22,0.858,Diretto_Entrambi_Tensiometri,21.27,0.08,22.681,0.03,18.247,0.25,24.087,0.01,27.088,1.14,17.643,0.02,27.53,1.75,17.894,2.39,21.312,19.334,25.023,28.476,True
ML3,18,2025-07-17 05:00:00,2025-07-17 05:25:05,2025-07-17 05:38:51,2025-07-17 05:31:58.000,13.77,17.11,24.49,454.71,42.48,30.48,0.885,23.49,2.87,8.21,0.914,Diretto_Entrambi_Tensiometri,21.467,0.11,22.786,0.11,18.248,0.19,24.173,0.02,27.165,1.23,17.67,0.17,27.834,1.24,17.893,2.68,21.302,19.285,25.127,28.845,True
ML3,19,2025-07-17 06:00:00,2025-07-17 06:25:05,2025-07-17 06:38:40,2025-07-17 06:31:52.500,13.58,18.11,24.45,454.21,42.28,30.33,0.881,25.6,3.33,9.23,0.965,Diretto_Entrambi_Tensiometri,21.717,0.02,22.882,0.1,18.268,0.09,24.254,0.03,27.31,0.54,17.68,0.1,27.887,1.25,17.872,3.11,21.338,19.299,25.363,29.246,True
ML3,20,2025-07-17 07:00:00,2025-07-17 07:25:05,2025-07-17 07:38:55,2025-07-17 07:32:00.000,13.83,19.12,24.5,453.73,42.09,30.2,0.877,27.78,3.74,10.19,1.008,Diretto_Entrambi_Tensiometri,21.939,0.19,22.956,0.16,18.243,0.21,24.311,0.06,27.253,1.46,17.688,0.14,27.845,0.85,17.893,3.46,21.314,19.29,25.695,29.601,True
ML3,21,2025-07-17 08:00:00,2025-07-17 08:25:05,2025-07-17 08:38:48,2025-07-17 08:31:56.500,13.72,20.11,24.82,453.25,41.9,30.06,0.873,29.8,3.86,10.73,1.03,Diretto_Entrambi_Tensiometri,22.139,1.17,23.004,0.06,18.211,0.18,24.352,0.04,27.332,1.49,17.667,0.13,27.648,0.6,17.934,3.35,21.349,19.242,26.095,29.933,True
ML3,22,2025-07-17 09:00:00,2025-07-17 09:25:05,2025-07-17 09:38:46,2025-07-17 09:31:55.500,13.68,21.11,25.01,452.78,41.71,29.92,0.869,32.22,4.36,11.85,1.074,Diretto_Entrambi_Tensiometri,22.421,1.11,23.079,0.09,18.183,0.01,24.433,0.02,27.452,0.8,17.683,0.05,27.598,0.87,17.908,3.79,21.446,19.302,26.561,30.242,True
ML3,23,2025-07-17 10:00:00,2025-07-17 10:25:05,2025-07-17 10:38:42,2025-07-17 10:31:53.500,13.62,22.11,25.03,452.35,41.54,29.8,0.865,34.86,4.83,12.98,1.113,Diretto_Entrambi_Tensiometri,22.677,1.05,23.126,0.03,18.195,0.17,24.477,0.08,27.526,0.91,17.677,0.07,28.206,0.76,18.003,3.83,21.412,19.249,27.191,30.425,True
ML3,24,2025-07-17 11:00:00,2025-07-17 11:25:05,2025-07-17 11:38:48,2025-07-17 11:31:56.500,13.72,23.11,25.02,451.92,41.37,29.68,0.862,37.29,5.29,14.05,1.148,Diretto_Entrambi_Tensiometri,23.021,1.12,23.268,0.17,18.131,0.02,24.548,0.0,27.555,1.11,17.697,0.08,28.629,1.03,18.05,3.89,21.286,19.268,27.857,30.668,True
ML3,25,2025-07-17 12:00:00,2025-07-17 12:25:05,2025-07-17 12:39:10,2025-07-17 12:32:07.500,14.08,24.12,25.05,451.5,41.2,29.56,0.858,39.72,5.68,15.02,1.177,Diretto_Entrambi_Tensiometri,23.254,1.78,23.405,0.07,18.07,0.12,24.612,0.06,27.728,0.6,17.694,0.16,28.931,1.49,17.975,3.69,21.167,19.275,28.706,30.889,True
ML3,26,2025-07-17 13:00:00,2025-07-17 13:25:05,2025-07-17 13:39:06,2025-07-17 13:32:05.500,14.02,25.12,25.06,451.11,41.05,29.44,0.855,42.06,6.1,16.02,1.205,Diretto_Entrambi_Tensiometri,23.706,1.8,23.549,0.07,18.013,0.18,24.664,0.02,27.621,1.58,17.696,0.01,29.038,1.49,18.03,3.58,21.104,19.248,29.723,31.172,True
ML3,27,2025-07-17 14:00:00,2025-07-17 14:25:05,2025-07-17 14:39:11,2025-07-17 14:32:08.000,14.1,26.12,25.1,450.72,40.89,29.33,0.852,44.28,6.52,16.98,1.23,Diretto_Entrambi_Tensiometri,23.817,1.7,23.652,0.08,17.969,0.26,24.715,0.03,27.768,1.06,17.707,0.02,29.391,1.94,18.003,4.42,21.067,19.26,30.837,31.462,True
ML3,28,2025-07-17 15:00:00,2025-07-17 15:25:05,2025-07-17 15:39:06,2025-07-17 15:32:05.500,14.02,27.12,25.11,450.32,40.73,29.22,0.849,46.29,6.95,17.94,1.254,Diretto_Entrambi_Tensiometri,23.807,1.29,23.815,0.11,17.894,0.34,24.786,0.11,27.86,1.1,17.727,0.0,29.993,1.58,18.112,4.57,20.869,19.293,32.358,31.614,True
ML3,29,2025-07-17 16:00:00,2025-07-17 16:25:05,2025-07-17 16:39:08,2025-07-17 16:32:06.500,14.05,28.12,25.17,449.89,40.56,29.09,0.845,49.07,7.38,19.03,1.28,Diretto_Entrambi_Tensiometri,24.012,1.16,23.934,0.01,17.89,0.05,24.846,0.11,27.929,1.12,17.742,0.01,30.416,1.85,18.059,4.88,20.797,19.348,33.74,31.839,True
ML3,30,2025-07-17 17:00:00,2025-07-17 17:25:05,2025-07-17 17:39:15,2025-07-17 17:32:10.000,14.17,29.12,25.21,449.49,40.4,28.98,0.842,52.05,7.88,20.25,1.306,Diretto_Entrambi_Tensiometri,24.058,0.53,24.04,0.14,17.827,0.15,24.92,0.08,28.02,1.09,17.754,0.01,30.95,2.03,18.108,4.26,20.617,19.444,34.989,32.016,True
ML3,31,2025-07-17 18:00:00,2025-07-17 18:25:05,2025-07-17 18:39:16,2025-07-17 18:32:10.500,14.18,30.12,25.2,449.07,40.23,28.86,0.838,55.45,8.36,21.53,1.333,Diretto_Entrambi_Tensiometri,24.171,0.56,24.135,0.1,17.806,0.21,24.992,0.11,28.144,1.36,17.778,0.05,31.455,1.93,18.215,4.01,20.491,19.569,36.194,32.19,True
ML3,32,2025-07-17 19:00:00,2025-07-17 19:25:05,2025-07-17 19:39:05,2025-07-17 19:32:05.000,14.0,31.12,25.2,448.68,40.07,28.75,0.835,57.84,8.79,22.54,1.353,Diretto_Entrambi_Tensiometri,24.26,0.35,24.242,0.04,17.774,0.02,25.046,0.06,28.215,1.12,17.806,0.05,32.016,2.12,18.143,5.19,20.323,19.672,37.446,32.368,True
ML3,33,2025-07-17 20:00:00,2025-07-17 20:25:05,2025-07-17 20:39:05,2025-07-17 20:32:05.000,14.0,32.12,25.18,448.27,39.91,28.63,0.831,60.71,9.33,23.8,1.377,Diretto_Entrambi_Tensiometri,24.365,0.19,24.371,0.08,17.747,0.19,25.124,0.1,28.33,1.21,17.839,0.04,32.78,1.64,18.26,4.9,20.266,19.802,38.735,32.559,True
ML3,34,2025-07-17 21:00:00,2025-07-17 21:25:05,2025-07-17 21:39:06,2025-07-17 21:32:05.500,14.02,33.12,25.1,447.87,39.75,28.51,0.828,66.87,9.84,25.65,1.409,Diretto_Entrambi_Tensiometri,24.457,0.44,24.49,0.06,17.73,0.08,25.205,0.07,28.463,1.07,17.897,0.03,33.37,1.65,18.352,4.94,20.147,19.948,39.97,32.78,True
ML3,35,2025-07-17 22:00:00,2025-07-17 22:25:05,2025-07-17 22:38:55,2025-07-17 22:32:00.000,13.83,34.12,25.02,447.46,39.58,28.4,0.825,72.11,10.36,27.33,1.437,Diretto_Entrambi_Tensiometri,24.512,0.07,24.597,0.03,17.7,0.24,25.269,0.05,28.574,1.03,17.928,0.03,34.25,1.6,18.449,5.09,20.001,20.044,40.942,33.029,True
ML3,36,2025-07-17 23:00:00,2025-07-17 23:25:05,2025-07-17 23:38:51,2025-07-17 23:31:58.000,13.77,35.11,24.97,447.05,39.42,28.28,0.821,77.6,10.8,28.95,1.462,Diretto_Entrambi_Tensiometri,24.77,0.11,24.693,0.07,17.665,0.18,25.338,0.11,28.679,1.01,17.966,0.05,34.63,1.34,18.369,4.73,19.977,20.185,42.103,33.2,True
ML3,37,2025-07-18 00:00:00,2025-07-18 00:25:05,2025-07-18 00:38:50,2025-07-18 00:31:57.500,13.75,36.11,24.93,446.65,39.26,28.16,0.818,82.35,11.03,30.14,1.479,Diretto_Entrambi_Tensiometri,24.96,0.03,24.79,0.19,17.643,0.13,25.409,0.05,28.782,1.12,18.023,0.02,35.282,0.89,18.588,4.51,19.991,20.252,43.147,33.499,True
ML3,38,2025-07-18 01:00:00,2025-07-18 01:25:05,2025-07-18 01:38:40,2025-07-18 01:31:52.500,13.58,37.11,24.9,446.24,39.1,28.05,0.815,87.31,11.94,32.28,1.509,Diretto_Entrambi_Tensiometri,25.065,0.09,24.866,0.12,17.634,0.03,25.471,0.04,28.873,0.89,18.053,0.03,35.766,1.12,18.686,4.41,19.907,20.364,44.021,33.697,True
ML3,39,2025-07-18 02:00:00,2025-07-18 02:25:05,2025-07-18 02:38:41,2025-07-18 02:31:53.000,13.6,38.11,24.88,445.84,38.94,27.93,0.811,92.42,12.36,33.79,1.529,Diretto_Entrambi_Tensiometri,25.105,0.5,24.978,0.22,17.584,0.11,25.537,0.07,28.985,0.88,18.116,0.14,36.56,0.93,18.919,3.71,19.808,20.428,44.854,33.975,True
ML3,40,2025-07-18 03:00:00,2025-07-18 03:25:05,2025-07-18 03:38:52,2025-07-18 03:31:58.500,13.78,39.11,24.86,445.46,38.79,27.82,0.808,97.76,12.95,35.58,1.551,Diretto_Entrambi_Tensiometri,25.254,0.45,25.068,0.11,17.553,0.26,25.587,0.14,29.13,1.01,18.161,0.05,37.108,0.76,18.908,4.58,19.812,20.615,45.709,34.14,True
ML3,41,2025-07-18 04:00:00,2025-07-18 04:25:05,2025-07-18 04:38:43,2025-07-18 04:31:54.000,13.63,40.11,24.84,445.08,38.63,27.71,0.805,103.21,13.2,36.91,1.567,Diretto_Entrambi_Tensiometri,25.22,0.19,25.193,0.08,17.502,0.35,25.651,0.18,29.24,1.05,18.235,0.01,38.194,0.74,18.996,4.47,19.63,20.718,47.007,34.382,True
ML3,42,2025-07-18 05:00:00,2025-07-18 05:25:05,2025-07-18 05:38:44,2025-07-18 05:31:54.500,13.65,41.11,24.84,444.68,38.47,27.6,0.801,108.83,14.24,39.37,1.595,Diretto_Entrambi_Tensiometri,25.248,0.02,25.296,0.01,17.466,0.28,25.697,0.08,29.314,0.83,18.305,0.01,39.283,0.72,19.067,4.18,19.473,20.925,48.259,34.56,True
ML3,43,2025-07-18 06:00:00,2025-07-18 06:25:05,2025-07-18 06:38:41,2025-07-18 06:31:53.000,13.6,42.11,24.83,444.31,38.32,27.49,0.798,114.56,14.91,41.33,1.616,Diretto_Entrambi_Tensiometri,25.357,0.14,25.369,0.08,17.43,0.53,25.736,0.13,29.398,0.87,18.403,0.1,40.114,0.87,19.119,3.71,19.445,21.122,49.055,34.807,True
ML3,44,2025-07-18 07:00:00,2025-07-18 07:25:05,2025-07-18 07:38:45,2025-07-18 07:31:55.000,13.67,43.11,24.87,443.93,38.17,27.38,0.795,120.13,15.63,43.33,1.637,Diretto_Entrambi_Tensiometri,25.557,0.43,25.457,0.04,17.405,0.59,25.76,0.13,29.483,0.89,18.51,0.02,40.916,0.87,19.033,4.35,19.392,21.424,49.819,35.021,True
ML3,45,2025-07-18 08:00:00,2025-07-18 08:25:05,2025-07-18 08:38:39,2025-07-18 08:31:52.000,13.57,44.11,24.93,443.57,38.03,27.28,0.792,125.83,16.25,45.21,1.655,Diretto_Entrambi_Tensiometri,25.726,0.72,25.584,0.09,17.317,0.65,25.783,0.13,29.544,0.96,18.631,0.16,41.662,1.13,18.909,3.52,19.432,21.742,50.904,35.201,True
ML3,46,2025-07-18 09:00:00,2025-07-18 09:25:05,2025-07-18 09:38:49,2025-07-18 09:31:57.000,13.73,45.11,25.1,443.17,37.87,27.16,0.789,132.47,17.03,47.5,1.677,Diretto_Entrambi_Tensiometri,25.836,0.64,25.697,0.05,17.318,0.7,25.821,0.17,29.618,1.06,18.76,0.04,42.387,1.1,18.883,4.09,19.466,22.271,51.772,35.502,True
ML3,47,2025-07-18 10:00:00,2025-07-18 10:25:05,2025-07-18 10:38:56,2025-07-18 10:32:00.500,13.85,46.12,25.24,442.76,37.71,27.05,0.786,139.57,17.8,49.84,1.698,Diretto_Entrambi_Tensiometri,25.832,0.61,25.748,0.11,17.284,1.12,25.809,0.11,29.649,0.96,18.914,0.11,43.316,0.62,18.777,3.6,19.462,22.825,52.862,35.683,True
ML3,48,2025-07-18 11:00:00,2025-07-18 11:25:05,2025-07-18 11:38:44,2025-07-18 11:31:54.500,13.65,47.11,25.41,442.31,37.53,26.92,0.782,147.67,18.51,52.28,1.718,Diretto_Entrambi_Tensiometri,25.595,0.83,25.906,0.2,17.223,1.2,25.799,0.07,29.67,1.07,19.099,0.05,44.188,0.73,18.837,3.52,19.363,23.595,53.787,35.909,True
ML3,49,2025-07-18 12:00:00,2025-07-18 12:25:05,2025-07-18 12:38:49,2025-07-18 12:31:57.000,13.73,48.11,25.64,441.86,37.34,26.79,0.778,155.8,19.08,54.52,1.737,Diretto_Entrambi_Tensiometri,24.952,0.08,26.038,0.46,17.163,0.69,25.773,0.03,29.68,1.03,19.255,0.11,45.109,0.86,18.738,2.92,19.25,24.446,54.728,36.1,True
ML3,50,2025-07-18 13:00:00,2025-07-18 13:25:05,2025-07-18 13:38:47,2025-07-18 13:31:56.000,13.7,49.11,25.75,441.43,37.17,26.67,0.774,164.58,19.94,57.29,1.758,Diretto_Entrambi_Tensiometri,24.952,1.13,26.184,0.0,17.093,0.75,25.775,0.11,29.786,1.02,19.443,0.09,46.185,1.23,18.712,2.6,19.203,24.977,55.333,36.405,True
ML3,51,2025-07-18 14:00:00,2025-07-18 14:25:05,2025-07-18 14:39:02,2025-07-18 14:32:03.500,13.95,50.12,25.81,441.01,37.01,26.55,0.771,173.58,20.9,60.23,1.78,Diretto_Entrambi_Tensiometri,24.695,0.99,26.303,0.25,17.028,0.78,25.756,0.1,29.801,1.07,19.609,0.03,46.86,0.25,18.487,1.39,19.104,25.656,56.001,36.591,True
ML3,52,2025-07-18 15:00:00,2025-07-18 15:25:06,2025-07-18 15:39:09,2025-07-18 15:32:07.500,14.05,51.12,25.84,440.6,36.84,26.43,0.767,183.68,21.86,63.36,1.802,Diretto_Entrambi_Tensiometri,24.365,2.07,26.464,0.15,17.044,1.08,25.79,0.21,29.866,1.07,19.824,0.16,47.64,3.04,18.205,1.71,19.058,26.544,56.934,37.101,True
ML3,53,2025-07-18 16:00:00,2025-07-18 16:25:05,2025-07-18 16:38:59,2025-07-18 16:32:02.000,13.9,52.12,25.8,440.15,36.66,26.3,0.764,193.9,22.79,66.47,1.823,Diretto_Entrambi_Tensiometri,24.256,1.54,26.625,0.05,16.996,0.81,25.792,0.11,29.906,0.97,20.009,0.01,49.574,3.36,17.835,3.49,18.898,27.211,57.182,37.418,True
ML3,54,2025-07-18 17:00:00,2025-07-18 17:25:05,2025-07-18 17:38:59,2025-07-18 17:32:02.000,13.9,53.12,25.8,439.73,36.49,26.18,0.76,207.75,23.79,70.3,1.847,Esteso_Top_Diretto_Bottom,23.953,2.03,26.77,0.25,16.982,0.25,25.797,0.2,29.922,0.98,20.181,0.09,49.54,2.55,17.513,3.14,18.876,27.795,57.723,37.741,True
ML3,55,2025-07-18 18:00:00,2025-07-18 18:25:05,2025-07-18 18:38:55,2025-07-18 18:32:00.000,13.83,54.12,25.81,439.32,36.33,26.06,0.757,225.8,25.02,75.17,1.876,Esteso_Top_Diretto_Bottom,23.144,2.74,26.803,0.27,16.951,0.81,25.792,0.2,29.977,0.95,20.356,0.16,52.111,2.3,17.253,2.42,18.681,28.715,58.384,37.967,True
ML3,56,2025-07-18 19:00:00,2025-07-18 19:25:05,2025-07-18 19:39:02,2025-07-18 19:32:03.500,13.95,55.12,25.81,438.86,36.14,25.93,0.753,243.88,26.15,79.86,1.902,Esteso_Top_Diretto_Bottom,22.898,2.76,26.973,0.23,16.96,0.68,25.83,0.22,30.075,1.06,20.572,0.09,52.418,2.73,17.421,0.04,18.583,29.983,59.238,38.241,True
ML3,57,2025-07-18 20:00:00,2025-07-18 20:25:05,2025-07-18 20:39:10,2025-07-18 20:32:07.500,14.08,56.12,25.75,438.45,35.98,25.81,0.75,261.96,27.29,84.56,1.927,Esteso_Top_Diretto_Bottom,22.766,2.24,26.964,0.5,17.003,0.88,25.812,0.16,30.08,0.93,20.752,0.15,54.818,1.0,16.703,1.07,18.516,30.98,59.869,38.304,True
ML3,58,2025-07-18 21:00:00,2025-07-18 21:25:05,2025-07-18 21:39:20,2025-07-18 21:32:12.500,14.25,57.12,25.69,438.03,35.81,25.69,0.746,280.05,28.53,89.39,1.951,Esteso_Top_Diretto_Bottom,22.222,3.56,27.17,0.42,16.991,0.41,25.826,0.27,30.179,1.37,20.965,0.11,55.365,1.28,16.097,0.3,18.554,32.314,61.236,38.478,True
ML3,59,2025-07-18 22:00:00,2025-07-18 22:25:05,2025-07-18 22:39:12,2025-07-18 22:32:08.500,14.12,58.12,25.6,437.63,35.65,25.58,0.743,298.09,29.85,94.33,1.975,Esteso_Top_Diretto_Bottom,21.706,4.09,27.322,0.18,17.037,0.98,25.83,0.3,30.182,1.09,21.156,0.06,57.244,3.64,15.772,0.32,18.535,33.604,61.928,38.6,True
ML3,60,2025-07-18 23:00:00,2025-07-18 23:25:05,2025-07-18 23:39:26,2025-07-18 23:32:15.500,14.35,59.12,25.51,437.24,35.49,25.46,0.739,316.19,31.18,99.3,1.997,Esteso_Top_Diretto_Bottom,21.016,6.06,27.487,0.94,17.039,2.03,25.863,0.23,30.334,1.33,21.397,0.7,57.559,0.74,15.228,1.03,18.552,35.025,63.473,38.717,True
ML3,61,2025-07-19 00:00:00,2025-07-19 00:25:05,2025-07-19 00:39:49,2025-07-19 00:32:27.000,14.73,60.12,25.43,436.85,35.34,25.35,0.736,334.31,32.57,104.34,2.018,Esteso_Top_Diretto_Bottom,20.5,6.99,27.584,0.97,17.238,0.37,25.854,0.28,30.408,1.25,21.468,0.01,58.707,4.38,14.97,0.75,18.513,37.055,64.953,38.778,True
ML3,62,2025-07-19 01:00:00,2025-07-19 01:25:05,2025-07-19 01:39:47,2025-07-19 01:32:26.000,14.7,61.12,25.36,436.46,35.19,25.24,0.733,352.36,34.07,109.57,2.04,Esteso_Top_Diretto_Bottom,20.234,9.49,27.706,1.02,17.291,0.06,25.903,0.14,30.388,0.8,21.61,0.61,60.187,1.8,15.006,2.34,18.57,39.931,65.823,38.984,True
ML3,63,2025-07-19 02:00:00,2025-07-19 02:25:05,2025-07-19 02:39:18,2025-07-19 02:32:11.500,14.22,62.12,25.29,436.07,35.03,25.13,0.73,370.35,35.71,115.0,2.061,Esteso_Top_Diretto_Bottom,19.869,9.37,27.956,1.53,17.338,0.81,25.93,0.37,30.536,1.28,21.657,0.03,60.669,4.14,14.734,0.45,18.575,43.838,66.189,39.132,True
ML3,64,2025-07-19 03:00:00,2025-07-19 03:25:05,2025-07-19 03:39:45,2025-07-19 03:32:25.000,14.67,63.12,25.22,435.69,34.88,25.02,0.727,388.48,37.37,120.49,2.081,Esteso_Top_Diretto_Bottom,19.749,10.38,28.13,2.06,17.403,0.12,25.94,0.24,30.345,1.32,21.819,0.23,61.687,1.75,14.362,0.13,18.669,48.759,67.214,39.225,True
ML3,65,2025-07-19 04:00:00,2025-07-19 04:25:05,2025-07-19 04:39:46,2025-07-19 04:32:25.500,14.68,64.12,25.15,435.31,34.72,24.91,0.723,406.54,39.12,126.11,2.101,Esteso_Top_Diretto_Bottom,19.07,9.91,28.253,1.61,17.527,0.13,25.966,0.25,30.44,1.47,21.937,0.26,63.12,3.73,13.995,1.02,18.669,55.217,68.177,39.422,True
