campione_id,time_step_id,datetime_nominale,datetime_inizio_ert,datetime_fine_ert,datetime_baricentro_ert,durata_misura_ert_min,ore_trascorse_da_t0,temperatura_C,peso_netto_g,theta_vol_pct,contenuto_acqua_grav_pct,grado_saturazione_Sr,suzione_top_estesa_kpa,suzione_bottom_estesa_kpa,suzione_media_kpa,log10_suzione_kpa,regime_suzione,rho25_qp1,eps_qp1,rho25_qp2,eps_qp2,rho25_qp3,eps_qp3,rho25_qp4,eps_qp4,rho25_qp5,eps_qp5,rho25_qp6,eps_qp6,rho25_qp7,eps_qp7,rho25_qp8,eps_qp8,rho25_W1,rho25_W2,rho25_W3,rho25_W4,qualita_qc_pass
ML1,1,2026-05-26 11:00:00,2026-05-26 11:15:02,2026-05-26 11:31:04,2026-05-26 11:23:03.000,16.03,0.13,23.45,479.77,46.58,32.05,1.035,0.26,0.01,0.04,-1.442,Diretto_Entrambi_Tensiometri,16.267,0.37,16.799,0.36,14.172,0.52,17.691,1.1,16.326,0.99,13.759,0.4,16.5,0.06,10.69,14.61,14.494,15.327,12.598,17.788,True
ML1,2,2026-05-26 12:00:00,2026-05-26 12:15:02,2026-05-26 12:31:03,2026-05-26 12:23:02.500,16.02,1.13,24.55,478.56,46.1,31.72,1.024,0.34,0.08,0.17,-0.776,Diretto_Entrambi_Tensiometri,16.325,0.39,16.839,0.1,14.237,0.28,17.694,0.49,16.239,0.45,13.827,0.59,16.697,1.93,9.587,4.46,14.584,15.45,12.684,17.728,True
ML1,3,2026-05-26 13:00:00,2026-05-26 13:15:03,2026-05-26 13:31:06,2026-05-26 13:23:04.500,16.05,2.13,24.92,477.51,45.68,31.43,1.015,0.62,0.35,0.47,-0.329,Diretto_Entrambi_Tensiometri,16.408,0.44,16.834,0.0,14.28,0.24,17.743,0.06,16.372,0.45,13.814,0.61,16.635,1.44,9.421,4.2,14.964,15.335,12.582,17.74,True
ML1,4,2026-05-26 14:00:00,2026-05-26 14:15:02,2026-05-26 14:31:00,2026-05-26 14:23:01.000,15.97,3.13,25.1,476.51,45.27,31.15,1.006,0.61,0.41,0.5,-0.3,Diretto_Entrambi_Tensiometri,16.535,0.68,16.94,0.06,14.381,0.02,17.877,0.33,16.545,0.22,13.97,0.87,16.595,3.19,9.551,4.13,14.977,15.226,12.609,18.089,True
ML1,5,2026-05-26 15:00:00,2026-05-26 15:15:03,2026-05-26 15:31:03,2026-05-26 15:23:03.000,16.0,4.13,25.16,475.5,44.87,30.88,0.997,0.76,0.44,0.58,-0.236,Diretto_Entrambi_Tensiometri,16.731,0.35,17.049,0.05,14.497,0.07,18.017,0.26,16.566,0.67,14.144,0.74,16.727,3.19,9.507,5.31,15.223,15.247,12.63,18.677,True
ML1,6,2026-05-26 16:00:00,2026-05-26 16:15:02,2026-05-26 16:31:06,2026-05-26 16:23:04.000,16.07,5.13,25.26,474.53,44.49,30.61,0.989,0.6,0.31,0.43,-0.367,Diretto_Entrambi_Tensiometri,16.82,0.68,17.251,0.04,14.411,0.07,18.213,0.11,16.67,0.02,14.057,0.49,16.765,2.23,9.441,2.99,15.204,15.204,12.662,18.741,True
ML1,7,2026-05-26 17:00:00,2026-05-26 17:15:02,2026-05-26 17:31:07,2026-05-26 17:23:04.500,16.08,6.13,25.33,473.6,44.11,30.35,0.98,1.02,0.62,0.79,-0.101,Diretto_Entrambi_Tensiometri,17.036,0.61,17.452,0.03,14.383,0.01,18.528,0.02,16.976,0.08,14.001,0.46,16.896,2.96,9.666,5.05,15.247,15.282,12.646,19.143,True
ML1,8,2026-05-26 18:00:00,2026-05-26 18:15:03,2026-05-26 18:31:10,2026-05-26 18:23:06.500,16.12,7.13,25.42,472.66,43.74,30.09,0.972,1.36,0.9,1.11,0.044,Diretto_Entrambi_Tensiometri,17.505,1.07,17.827,0.17,14.392,0.09,18.884,0.17,17.257,0.18,14.05,0.48,17.111,2.93,9.359,2.27,15.709,15.389,12.682,19.45,True
ML1,9,2026-05-26 19:00:00,2026-05-26 19:15:02,2026-05-26 19:31:12,2026-05-26 19:23:07.000,16.17,8.13,25.44,471.7,43.35,29.83,0.963,1.91,1.19,1.5,0.177,Diretto_Entrambi_Tensiometri,17.911,0.77,18.126,0.13,14.475,0.05,19.173,0.11,17.526,0.13,14.142,0.71,16.738,1.97,8.758,10.33,16.27,15.553,12.678,19.861,True
ML1,10,2026-05-26 20:00:00,2026-05-26 20:15:03,2026-05-26 20:31:16,2026-05-26 20:23:09.500,16.22,9.14,25.53,470.85,43.01,29.6,0.956,2.46,1.7,2.05,0.311,Diretto_Entrambi_Tensiometri,18.195,1.0,18.383,0.15,14.516,0.08,19.332,0.08,17.745,0.08,14.23,0.81,16.858,2.0,7.858,1.31,16.467,16.046,12.744,20.226,True
ML1,11,2026-05-26 21:00:00,2026-05-26 21:15:03,2026-05-26 21:31:14,2026-05-26 21:23:08.500,16.18,10.14,25.28,469.98,42.66,29.36,0.948,3.22,2.28,2.71,0.433,Diretto_Entrambi_Tensiometri,18.55,0.78,18.75,0.3,14.662,0.11,19.715,0.26,18.058,0.33,14.338,0.87,17.084,1.54,7.809,0.29,16.697,16.214,12.898,20.819,True
ML1,12,2026-05-26 22:00:00,2026-05-26 22:15:03,2026-05-26 22:31:22,2026-05-26 22:23:12.500,16.32,11.14,24.93,469.18,42.34,29.14,0.941,4.04,2.98,3.47,0.54,Diretto_Entrambi_Tensiometri,18.889,0.85,19.028,0.18,14.76,0.05,20.031,0.2,18.35,0.28,14.402,0.83,17.311,0.32,7.781,0.2,16.859,16.308,13.031,21.378,True
ML1,13,2026-05-26 23:00:00,2026-05-26 23:15:02,2026-05-26 23:31:32,2026-05-26 23:23:17.000,16.5,12.14,24.68,468.41,42.04,28.93,0.934,4.95,3.51,4.17,0.62,Diretto_Entrambi_Tensiometri,19.289,1.06,19.325,0.1,14.839,0.02,20.31,0.15,18.592,0.14,14.47,0.69,17.493,0.16,7.86,0.93,17.071,16.338,13.083,21.922,True
ML1,24,2026-05-27 10:00:00,2026-05-27 10:15:03,2026-05-27 10:31:57,2026-05-27 10:23:30.000,16.9,23.14,25.57,459.19,38.35,26.39,0.852,22.23,12.37,16.58,1.22,Diretto_Entrambi_Tensiometri,23.922,0.58,23.511,0.4,14.396,0.13,24.186,0.69,21.943,0.02,14.53,0.32,20.081,2.92,8.714,7.16,18.115,16.69,12.916,36.64,True
ML1,25,2026-05-27 11:00:00,2026-05-27 11:15:03,2026-05-27 11:31:38,2026-05-27 11:23:20.500,16.58,24.14,25.69,458.24,37.97,26.12,0.844,24.53,13.21,18.0,1.255,Diretto_Entrambi_Tensiometri,24.378,0.5,23.926,0.25,14.333,0.05,24.623,0.5,22.26,0.12,14.472,0.17,20.242,3.0,9.116,10.2,18.097,16.261,12.772,38.312,True
ML1,26,2026-05-27 12:00:00,2026-05-27 12:15:02,2026-05-27 12:31:32,2026-05-27 12:23:17.000,16.5,25.14,25.54,457.32,37.6,25.87,0.836,27.84,13.93,19.69,1.294,Diretto_Entrambi_Tensiometri,24.776,0.83,24.356,0.17,14.311,0.11,25.057,0.58,22.589,0.02,14.51,0.47,20.405,3.56,10.013,4.78,18.242,16.09,12.649,39.925,True
ML1,27,2026-05-27 13:00:00,2026-05-27 13:15:02,2026-05-27 13:31:30,2026-05-27 13:23:16.000,16.47,26.14,25.31,456.41,37.24,25.62,0.828,31.17,14.72,21.42,1.331,Diretto_Entrambi_Tensiometri,25.16,1.11,24.749,0.08,14.299,0.01,25.444,0.55,22.903,0.07,14.525,0.49,20.717,3.89,10.55,6.1,18.304,16.088,12.622,41.317,True
ML1,28,2026-05-27 14:00:00,2026-05-27 14:15:02,2026-05-27 14:31:35,2026-05-27 14:23:18.500,16.55,27.14,25.01,455.46,36.86,25.36,0.819,34.68,15.54,23.22,1.366,Diretto_Entrambi_Tensiometri,25.561,1.0,25.163,0.01,14.284,0.2,25.885,0.79,23.251,0.01,14.541,0.46,21.087,4.54,10.591,2.92,18.489,16.093,12.689,42.949,True
ML1,29,2026-05-27 15:00:00,2026-05-27 15:15:03,2026-05-27 15:31:38,2026-05-27 15:23:20.500,16.58,28.14,24.78,454.51,36.47,25.1,0.811,38.46,16.03,24.83,1.395,Diretto_Entrambi_Tensiometri,25.908,1.24,25.552,0.2,14.267,0.22,26.329,0.64,23.608,0.03,14.532,0.39,21.247,6.07,11.364,5.42,18.604,16.27,12.793,44.576,True
ML1,30,2026-05-27 16:00:00,2026-05-27 16:15:02,2026-05-27 16:32:05,2026-05-27 16:23:33.500,17.05,29.14,24.63,453.56,36.09,24.84,0.802,42.74,16.82,26.82,1.428,Diretto_Entrambi_Tensiometri,26.167,1.44,25.856,0.15,14.269,0.18,26.795,0.85,23.933,0.21,14.521,0.69,21.309,5.5,11.977,8.28,18.851,16.396,12.917,45.86,True
ML1,31,2026-05-27 17:00:00,2026-05-27 17:15:02,2026-05-27 17:31:45,2026-05-27 17:23:23.500,16.72,30.14,24.56,452.67,35.74,24.59,0.794,47.17,17.55,28.78,1.459,Diretto_Entrambi_Tensiometri,26.46,0.72,26.114,0.1,14.266,0.28,27.226,0.98,24.274,0.13,14.493,0.64,21.269,6.51,11.483,8.9,19.103,16.679,13.035,46.998,True
ML1,32,2026-05-27 18:00:00,2026-05-27 18:15:02,2026-05-27 18:31:48,2026-05-27 18:23:25.000,16.77,31.14,24.41,451.79,35.39,24.35,0.786,52.44,18.31,30.98,1.491,Diretto_Entrambi_Tensiometri,26.642,0.98,26.38,0.17,14.302,0.27,27.718,1.06,24.658,0.11,14.476,0.63,21.056,4.69,11.973,10.14,19.381,17.127,13.15,48.137,True
ML1,33,2026-05-27 19:00:00,2026-05-27 19:15:02,2026-05-27 19:32:05,2026-05-27 19:23:33.500,17.05,32.14,24.25,450.97,35.06,24.12,0.779,57.98,19.07,33.25,1.522,Diretto_Entrambi_Tensiometri,26.81,1.56,26.585,0.13,14.297,0.3,28.211,1.27,25.04,0.14,14.376,0.48,20.963,4.76,15.785,20.95,19.688,17.507,13.23,49.103,True
ML1,34,2026-05-27 20:00:00,2026-05-27 20:15:03,2026-05-27 20:32:17,2026-05-27 20:23:40.000,17.23,33.14,24.15,450.18,34.74,23.91,0.772,63.87,19.84,35.59,1.551,Diretto_Entrambi_Tensiometri,26.98,1.42,26.788,0.28,14.324,0.45,28.599,1.51,25.416,0.17,14.417,0.33,20.943,3.54,17.464,23.84,19.944,18.138,13.57,50.027,True
ML1,35,2026-05-27 21:00:00,2026-05-27 21:15:02,2026-05-27 21:32:22,2026-05-27 21:23:42.000,17.33,34.14,24.08,449.43,34.44,23.7,0.765,70.42,20.58,38.07,1.581,Diretto_Entrambi_Tensiometri,27.063,1.87,26.955,0.14,14.33,0.28,29.028,1.55,25.796,0.2,14.383,0.31,20.827,4.03,18.228,27.97,20.116,18.385,13.466,51.136,True
ML1,36,2026-05-27 22:00:00,2026-05-27 22:15:02,2026-05-27 22:32:32,2026-05-27 22:23:47.000,17.5,35.15,24.05,448.75,34.17,23.51,0.759,77.39,21.32,40.62,1.609,Diretto_Entrambi_Tensiometri,27.117,2.14,27.109,0.23,14.323,0.32,29.479,1.58,26.214,0.23,14.263,0.56,20.633,1.82,19.258,34.31,20.233,18.851,13.572,52.085,False
ML1,37,2026-05-27 23:00:00,2026-05-27 23:15:03,2026-05-27 23:33:10,2026-05-27 23:24:06.500,18.12,36.15,24.04,448.05,33.89,23.32,0.753,84.67,22.16,43.32,1.637,Diretto_Entrambi_Tensiometri,27.165,3.08,27.267,0.41,14.356,0.19,29.833,1.57,26.666,0.33,14.226,0.12,20.874,1.7,20.765,21.37,20.307,19.342,13.641,52.646,True
ML1,46,2026-05-28 08:00:00,2026-05-28 08:15:03,2026-05-28 08:31:55,2026-05-28 08:23:29.000,16.87,45.14,25.96,441.32,31.2,21.47,0.693,172.53,29.43,70.57,1.849,Oltre_Air_Entry_Top,27.605,2.23,28.406,0.6,14.758,0.49,33.36,2.61,32.139,1.74,13.778,0.02,21.572,3.11,15.179,35.71,21.95,18.891,14.739,58.315,False
ML1,47,2026-05-28 09:00:00,2026-05-28 09:15:02,2026-05-28 09:32:14,2026-05-28 09:23:38.000,17.2,46.14,25.94,440.62,30.92,21.28,0.687,182.79,30.82,73.17,1.864,Oltre_Air_Entry_Top,27.518,1.84,28.526,0.19,14.841,0.28,33.621,1.98,32.538,1.4,13.898,0.77,21.921,0.49,20.987,21.1,21.653,20.186,14.867,59.499,True
ML1,48,2026-05-28 10:00:00,2026-05-28 10:15:03,2026-05-28 10:32:33,2026-05-28 10:23:48.000,17.5,47.15,25.99,439.88,30.62,21.07,0.681,193.05,32.13,75.76,1.879,Oltre_Air_Entry_Top,27.065,1.22,28.735,0.1,14.925,0.21,34.022,2.31,33.159,0.66,13.833,0.61,22.081,0.69,24.181,13.26,21.656,20.525,15.193,60.621,True
ML1,49,2026-05-28 11:00:00,2026-05-28 11:15:03,2026-05-28 11:32:39,2026-05-28 11:23:51.000,17.6,48.15,25.99,439.19,30.35,20.88,0.674,203.3,33.36,78.35,1.894,Oltre_Air_Entry_Top,26.785,0.98,28.852,0.07,14.961,0.12,34.375,1.71,33.631,0.89,13.78,1.03,22.166,0.76,27.696,9.47,21.888,22.509,15.287,61.371,True
ML1,50,2026-05-28 12:00:00,2026-05-28 12:15:03,2026-05-28 12:33:26,2026-05-28 12:24:14.500,18.38,49.15,25.82,438.53,30.08,20.7,0.669,213.6,34.92,80.96,1.908,Oltre_Air_Entry_Top,25.839,1.83,29.008,0.04,15.011,0.34,34.804,1.93,34.246,1.3,13.745,0.43,22.148,1.26,30.666,8.17,21.988,23.168,15.528,62.465,True
ML1,51,2026-05-28 13:00:00,2026-05-28 13:15:03,2026-05-28 13:32:34,2026-05-28 13:23:48.500,17.52,50.15,25.6,437.87,29.82,20.52,0.663,223.77,36.61,83.52,1.922,Oltre_Air_Entry_Top,24.706,5.55,29.226,0.09,15.086,0.17,35.034,3.33,34.963,0.91,13.638,1.32,22.269,1.36,36.375,8.8,22.249,25.63,15.791,64.685,True
ML1,52,2026-05-28 14:00:00,2026-05-28 14:15:03,2026-05-28 14:32:16,2026-05-28 14:23:39.500,17.22,51.14,25.37,437.25,29.57,20.35,0.657,233.98,38.32,86.11,1.935,Oltre_Air_Entry_Top,22.301,3.8,29.384,0.01,15.088,0.04,35.482,3.01,35.509,0.89,13.505,1.14,22.147,1.72,42.848,13.51,22.382,28.369,16.061,65.007,True
