campione_id,time_step_id,datetime_nominale,datetime_inizio_ert,datetime_fine_ert,datetime_baricentro_ert,durata_misura_ert_min,ore_trascorse_da_t0,temperatura_C,peso_netto_g,theta_vol_pct,contenuto_acqua_grav_pct,grado_saturazione_Sr,suzione_top_estesa_kpa,suzione_bottom_estesa_kpa,suzione_media_kpa,log10_suzione_kpa,regime_suzione,rho25_qp1,eps_qp1,rho25_qp2,eps_qp2,rho25_qp3,eps_qp3,rho25_qp4,eps_qp4,rho25_qp5,eps_qp5,rho25_qp6,eps_qp6,rho25_qp7,eps_qp7,rho25_qp8,eps_qp8,rho25_W1,rho25_W2,rho25_W3,rho25_W4,rho25_geom_upper,rho25_geom_lower,rho25_geom_dipole,rho25_geom_wenner,qualita_qc_pass
ML4,17,2025-06-26 08:00:00,2025-06-26 08:35:05,2025-06-26 08:48:15,2025-06-26 08:41:40.000,13.17,16.11,26.92,412.91,38.79,30.7,0.746,2.64,2.31,2.47,0.393,Diretto_Entrambi_Tensiometri,49.619,0.17,48.44,0.04,42.384,0.55,47.331,0.2,50.735,0.34,49.973,0.51,56.371,1.11,44.4,2.94,32.456,41.684,54.805,52.534,46.704,49.325,50.029,44.425,True
ML4,18,2025-06-26 09:00:00,2025-06-26 09:35:05,2025-06-26 09:48:04,2025-06-26 09:41:34.500,12.98,17.11,26.51,412.31,38.55,30.51,0.741,2.87,2.52,2.69,0.43,Diretto_Entrambi_Tensiometri,49.681,0.1,48.742,0.49,42.481,0.43,47.512,0.11,50.89,0.24,49.708,0.62,58.478,0.46,44.282,3.0,31.687,41.689,55.082,52.251,46.856,49.35,50.887,44.157,True
ML4,19,2025-06-26 10:00:00,2025-06-26 10:35:05,2025-06-26 10:47:59,2025-06-26 10:41:32.000,12.9,18.11,26.49,411.71,38.31,30.32,0.737,3.09,2.71,2.9,0.462,Diretto_Entrambi_Tensiometri,49.774,0.24,48.458,0.01,42.287,0.36,47.48,0.04,50.84,0.06,49.279,0.57,58.642,1.1,43.123,2.99,31.4,42.048,55.286,51.981,46.722,49.18,50.287,44.135,True
ML4,20,2025-06-26 11:00:00,2025-06-26 11:35:05,2025-06-26 11:48:08,2025-06-26 11:41:36.500,13.05,19.11,26.64,411.15,38.09,30.14,0.732,3.26,2.86,3.06,0.485,Diretto_Entrambi_Tensiometri,49.819,0.05,48.521,0.16,42.24,0.45,47.598,0.2,50.952,0.24,48.92,0.43,59.059,0.53,42.656,2.71,31.215,42.692,55.555,51.927,46.739,49.137,50.192,44.28,True
ML4,21,2025-06-26 12:00:00,2025-06-26 12:35:05,2025-06-26 12:48:08,2025-06-26 12:41:36.500,13.05,20.11,26.66,410.6,37.87,29.96,0.728,3.47,3.04,3.25,0.512,Diretto_Entrambi_Tensiometri,50.025,0.16,48.548,0.28,42.327,0.49,47.633,0.13,51.185,0.27,48.705,0.24,60.008,0.66,42.582,2.6,30.855,43.039,55.65,51.765,46.845,49.152,50.55,44.225,True
ML4,22,2025-06-26 13:00:00,2025-06-26 13:35:05,2025-06-26 13:48:03,2025-06-26 13:41:34.000,12.97,21.11,26.55,410.04,37.64,29.79,0.724,3.68,3.23,3.45,0.538,Diretto_Entrambi_Tensiometri,50.268,0.31,48.59,0.16,42.525,0.63,47.772,0.2,51.396,0.25,48.88,0.46,60.223,0.63,45.454,3.07,30.608,42.569,55.738,51.656,47.007,49.326,52.32,44.01,True
ML4,23,2025-06-26 14:00:00,2025-06-26 14:35:05,2025-06-26 14:47:52,2025-06-26 14:41:28.500,12.78,22.11,26.69,409.51,37.43,29.62,0.72,3.91,3.37,3.63,0.56,Diretto_Entrambi_Tensiometri,50.284,0.27,48.686,0.0,42.712,0.61,47.824,0.14,51.529,0.22,48.84,0.45,60.659,0.58,49.984,2.29,30.378,41.793,55.784,51.447,47.112,49.373,55.063,43.69,True
ML4,24,2025-06-26 15:00:00,2025-06-26 15:35:05,2025-06-26 15:47:57,2025-06-26 15:41:31.000,12.87,23.11,26.75,408.99,37.22,29.45,0.716,4.13,3.58,3.85,0.585,Diretto_Entrambi_Tensiometri,50.387,0.08,49.005,0.64,42.707,0.84,47.961,0.19,51.767,0.22,48.868,0.41,61.142,0.54,50.441,3.63,30.166,42.044,55.988,51.516,47.245,49.506,55.534,43.734,True
ML4,25,2025-06-26 16:00:00,2025-06-26 16:35:05,2025-06-26 16:48:02,2025-06-26 16:41:33.500,12.95,24.11,26.75,408.45,37.01,29.28,0.712,4.44,3.81,4.11,0.614,Diretto_Entrambi_Tensiometri,50.55,0.11,49.116,0.15,42.942,1.04,48.081,0.27,51.993,0.19,48.961,0.33,61.26,0.46,50.128,2.88,29.912,41.562,56.203,51.661,47.418,49.65,55.415,43.588,True
ML4,26,2025-06-26 17:00:00,2025-06-26 17:35:05,2025-06-26 17:48:02,2025-06-26 17:41:33.500,12.95,25.11,26.65,407.88,36.78,29.1,0.707,4.73,4.0,4.35,0.638,Diretto_Entrambi_Tensiometri,50.735,0.05,49.608,0.55,43.163,0.9,48.262,0.3,52.313,0.29,49.018,0.36,61.017,0.65,51.211,3.5,29.727,41.852,56.377,51.766,47.715,49.834,55.899,43.652,True
ML4,27,2025-06-26 18:00:00,2025-06-26 18:35:05,2025-06-26 18:47:59,2025-06-26 18:41:32.000,12.9,26.11,26.62,407.3,36.55,28.92,0.703,5.1,4.18,4.62,0.664,Diretto_Entrambi_Tensiometri,50.907,0.02,49.754,0.37,43.232,1.21,48.478,0.3,52.603,0.34,48.947,0.29,61.256,0.32,51.534,3.12,29.469,42.876,56.55,51.353,47.841,49.976,56.185,43.767,True
ML4,28,2025-06-26 19:00:00,2025-06-26 19:35:05,2025-06-26 19:47:59,2025-06-26 19:41:32.000,12.9,27.11,26.48,406.73,36.32,28.74,0.698,5.5,4.44,4.94,0.694,Diretto_Entrambi_Tensiometri,51.516,0.11,50.238,0.12,43.611,1.6,48.718,0.24,53.0,0.43,48.874,0.36,61.177,0.36,50.311,4.36,29.373,45.573,56.625,51.294,48.327,50.159,55.479,44.405,True
ML4,29,2025-06-26 20:00:00,2025-06-26 20:35:05,2025-06-26 20:47:58,2025-06-26 20:41:31.500,12.88,28.11,26.45,406.14,36.09,28.56,0.694,5.89,4.68,5.25,0.72,Diretto_Entrambi_Tensiometri,50.731,0.28,50.702,0.17,44.04,1.72,48.509,0.36,53.294,0.35,48.795,0.39,60.946,0.24,52.122,4.69,29.394,48.397,56.503,51.094,48.386,50.152,56.362,45.017,True
ML4,30,2025-06-26 21:00:00,2025-06-26 21:35:05,2025-06-26 21:47:54,2025-06-26 21:41:29.500,12.82,29.11,26.31,405.6,35.87,28.38,0.69,6.28,4.92,5.56,0.745,Diretto_Entrambi_Tensiometri,50.898,0.32,50.884,0.67,44.438,1.87,48.575,0.39,53.608,0.38,48.965,0.41,60.889,0.39,54.726,4.56,29.38,51.001,56.68,51.341,48.642,50.332,57.725,45.696,True
ML4,31,2025-06-26 22:00:00,2025-06-26 22:35:05,2025-06-26 22:47:55,2025-06-26 22:41:30.000,12.83,30.11,26.21,405.02,35.64,28.2,0.685,6.72,5.15,5.88,0.769,Diretto_Entrambi_Tensiometri,51.279,0.19,51.205,0.14,44.909,2.32,48.634,0.41,53.954,0.4,49.054,0.48,61.005,0.37,59.519,4.68,29.215,53.896,56.779,51.528,49.038,50.491,60.257,46.329,True
ML4,32,2025-06-26 23:00:00,2025-06-26 23:35:05,2025-06-26 23:47:55,2025-06-26 23:41:30.000,12.83,31.11,26.11,404.49,35.42,28.03,0.681,7.15,5.4,6.21,0.793,Diretto_Entrambi_Tensiometri,51.597,0.27,51.924,0.07,45.015,2.65,48.755,0.5,54.3,0.41,49.162,0.41,61.254,0.33,65.018,2.58,28.986,57.199,56.873,51.825,49.406,50.678,63.108,47.017,True
ML4,33,2025-06-27 00:00:00,2025-06-27 00:35:05,2025-06-27 00:47:50,2025-06-27 00:41:27.500,12.75,32.11,26.04,403.95,35.21,27.86,0.677,7.66,5.65,6.58,0.818,Diretto_Entrambi_Tensiometri,51.713,0.27,51.894,0.68,44.428,2.56,48.895,0.41,54.464,0.2,49.161,0.49,61.338,0.37,70.242,5.74,28.85,59.979,56.806,51.786,49.218,50.777,65.639,47.499,True
ML4,34,2025-06-27 01:00:00,2025-06-27 01:35:05,2025-06-27 01:47:55,2025-06-27 01:41:30.000,12.83,33.11,26.02,403.44,35.01,27.7,0.673,8.11,5.9,6.92,0.84,Diretto_Entrambi_Tensiometri,51.645,0.2,52.099,0.51,44.348,2.57,48.999,0.38,54.713,0.5,49.113,0.48,61.179,0.5,72.62,5.6,28.83,62.013,56.833,51.709,49.232,50.873,66.654,47.877,True
ML4,35,2025-06-27 02:00:00,2025-06-27 02:35:05,2025-06-27 02:47:55,2025-06-27 02:41:30.000,12.83,34.11,26.0,402.94,34.8,27.54,0.669,8.59,6.16,7.28,0.862,Diretto_Entrambi_Tensiometri,51.783,0.34,52.232,0.5,44.04,2.52,49.111,0.41,54.945,0.55,49.228,0.43,61.365,0.32,77.728,4.35,28.845,64.191,56.752,51.565,49.203,51.024,69.064,48.247,True
ML4,36,2025-06-27 03:00:00,2025-06-27 03:35:05,2025-06-27 03:47:55,2025-06-27 03:41:30.000,12.83,35.11,25.94,402.43,34.6,27.38,0.665,9.16,6.44,7.68,0.885,Diretto_Entrambi_Tensiometri,51.893,0.44,52.81,0.16,44.023,2.61,49.272,0.36,55.019,0.16,49.288,0.38,61.289,0.34,91.277,4.91,28.817,67.365,56.946,51.572,49.412,51.123,74.795,48.864,True
ML4,37,2025-06-27 04:00:00,2025-06-27 04:35:05,2025-06-27 04:48:04,2025-06-27 04:41:34.500,12.98,36.11,25.87,401.9,34.39,27.21,0.661,9.82,6.74,8.13,0.91,Diretto_Entrambi_Tensiometri,52.106,0.43,53.279,0.58,44.017,2.82,49.967,0.03,55.246,0.22,49.739,1.6,61.488,0.3,105.91,4.24,28.957,76.142,56.92,51.577,49.624,51.589,80.698,50.44,True
ML4,38,2025-06-27 05:00:00,2025-06-27 05:35:05,2025-06-27 05:48:07,2025-06-27 05:41:36.000,13.03,37.11,25.77,401.36,34.17,27.04,0.657,10.52,7.03,8.6,0.934,Diretto_Entrambi_Tensiometri,52.094,0.56,53.854,0.33,44.211,2.97,50.068,0.18,55.407,0.27,50.098,0.14,61.423,0.26,119.253,0.27,28.972,87.328,56.9,51.869,49.871,51.798,85.585,52.274,True
ML4,39,2025-06-27 06:00:00,2025-06-27 06:35:05,2025-06-27 06:48:12,2025-06-27 06:41:38.500,13.12,38.11,25.79,400.81,33.95,26.87,0.653,11.34,7.34,9.12,0.96,Diretto_Entrambi_Tensiometri,52.165,0.46,54.278,0.77,44.324,2.74,50.191,0.6,55.551,0.35,50.361,0.31,61.603,0.4,139.02,2.91,29.052,95.47,56.834,51.861,50.067,51.976,92.542,53.472,True
ML4,40,2025-06-27 07:00:00,2025-06-27 07:35:05,2025-06-27 07:48:14,2025-06-27 07:41:39.500,13.15,39.11,25.71,400.28,33.74,26.7,0.649,12.12,7.67,9.64,0.984,Diretto_Entrambi_Tensiometri,52.177,0.51,54.148,0.39,44.293,2.49,50.34,0.35,55.677,0.58,50.332,0.34,61.581,0.34,151.534,3.15,29.007,97.937,56.576,51.883,50.019,52.057,96.6,53.737,True
ML4,41,2025-06-27 08:00:00,2025-06-27 08:35:05,2025-06-27 08:48:16,2025-06-27 08:41:40.500,13.18,40.11,25.62,399.72,33.52,26.52,0.645,13.03,8.02,10.22,1.01,Diretto_Entrambi_Tensiometri,52.195,0.42,54.724,0.06,44.639,2.39,50.696,0.29,55.725,0.15,50.482,0.28,61.634,0.6,158.711,1.79,29.126,101.159,56.537,51.945,50.332,52.246,98.904,54.236,True
ML4,42,2025-06-27 09:00:00,2025-06-27 09:35:08,2025-06-27 09:48:22,2025-06-27 09:41:45.000,13.23,41.11,25.49,399.18,33.3,26.35,0.64,14.06,8.4,10.87,1.036,Diretto_Entrambi_Tensiometri,52.171,0.74,55.368,1.57,44.957,2.24,50.738,0.3,55.837,0.11,50.381,0.47,61.506,0.03,169.545,1.55,29.257,102.998,56.527,51.932,50.64,52.261,102.118,54.537,True
ML4,43,2025-06-27 10:00:00,2025-06-27 10:35:08,2025-06-27 10:48:30,2025-06-27 10:41:49.000,13.37,42.11,25.56,398.61,33.07,26.17,0.636,15.21,8.76,11.54,1.062,Diretto_Entrambi_Tensiometri,52.044,0.61,55.492,0.46,45.154,2.14,50.868,0.15,55.926,0.31,50.468,0.23,61.337,0.17,186.853,4.54,29.259,119.637,56.488,52.225,50.711,52.363,107.056,56.688,True
ML4,44,2025-06-27 11:00:00,2025-06-27 11:35:08,2025-06-27 11:48:39,2025-06-27 11:41:53.500,13.52,43.11,25.96,397.94,32.81,25.96,0.631,16.56,9.1,12.28,1.089,Diretto_Entrambi_Tensiometri,51.873,0.59,55.119,0.26,44.808,1.51,50.857,0.08,55.962,0.03,50.543,0.62,61.158,0.1,194.294,10.58,29.222,128.845,56.474,52.361,50.412,52.396,109.007,57.764,True
ML4,45,2025-06-27 12:00:00,2025-06-27 12:35:08,2025-06-27 12:48:32,2025-06-27 12:41:50.000,13.4,44.11,26.33,397.33,32.56,25.77,0.626,17.87,9.52,13.04,1.115,Diretto_Entrambi_Tensiometri,51.497,0.71,55.44,0.91,44.715,1.29,51.048,0.56,55.992,0.42,49.66,0.37,60.887,0.52,217.571,3.96,29.32,133.594,56.442,52.266,50.352,52.164,115.097,58.303,True
ML4,46,2025-06-27 13:00:00,2025-06-27 13:35:08,2025-06-27 13:48:35,2025-06-27 13:41:51.500,13.45,45.11,26.43,396.72,32.32,25.57,0.621,19.51,9.98,13.95,1.145,Diretto_Entrambi_Tensiometri,51.361,0.67,55.583,0.8,44.414,1.14,51.296,0.34,56.057,0.06,49.7,0.28,60.835,0.06,230.036,4.21,29.502,142.631,56.664,52.623,50.238,52.283,118.297,59.516,True
ML4,47,2025-06-27 14:00:00,2025-06-27 14:35:08,2025-06-27 14:48:54,2025-06-27 14:42:01.000,13.77,46.12,26.43,396.08,32.06,25.37,0.617,21.55,10.48,15.02,1.177,Diretto_Entrambi_Tensiometri,51.293,0.98,56.012,0.17,44.483,1.04,51.256,0.59,56.112,0.12,49.799,0.3,60.764,0.15,248.339,7.01,29.594,150.21,56.688,52.795,50.371,52.321,122.842,60.394,True
ML4,48,2025-06-27 15:00:00,2025-06-27 15:35:08,2025-06-27 15:49:01,2025-06-27 15:42:04.500,13.88,47.12,26.19,395.38,31.78,25.15,0.611,24.13,11.08,16.35,1.213,Diretto_Entrambi_Tensiometri,51.62,0.52,55.735,0.09,44.642,1.11,51.892,0.08,56.385,0.2,50.46,0.61,61.187,0.2,272.527,8.02,29.735,163.931,57.308,53.422,50.454,52.853,129.132,62.154,True
ML4,49,2025-06-27 16:00:00,2025-06-27 16:35:08,2025-06-27 16:49:05,2025-06-27 16:42:06.500,13.95,48.12,26.12,394.75,31.53,24.95,0.606,26.79,11.66,17.67,1.247,Diretto_Entrambi_Tensiometri,51.629,0.77,56.601,1.11,44.365,1.11,52.003,0.33,56.566,0.69,50.489,0.3,61.528,0.07,305.718,12.2,29.728,167.516,57.515,54.202,50.612,52.957,137.15,62.77,True
ML4,50,2025-06-27 17:00:00,2025-06-27 17:35:08,2025-06-27 17:49:40,2025-06-27 17:42:24.000,14.53,49.12,25.94,394.06,31.25,24.73,0.601,29.91,12.33,19.2,1.283,Diretto_Entrambi_Tensiometri,51.669,1.2,57.029,0.25,44.33,0.38,52.364,0.39,56.831,0.61,50.695,0.05,62.037,0.09,347.947,13.18,29.72,171.845,57.982,54.696,50.739,53.235,146.92,63.439,True
ML4,51,2025-06-27 18:00:00,2025-06-27 18:35:08,2025-06-27 18:49:14,2025-06-27 18:42:11.000,14.1,50.12,25.81,393.43,31.0,24.53,0.596,33.13,13.02,20.77,1.317,Diretto_Entrambi_Tensiometri,51.521,1.3,58.306,1.11,44.007,0.14,52.469,0.19,57.002,0.66,50.751,0.05,62.576,0.01,402.807,12.79,29.741,175.872,58.344,55.611,50.942,53.343,158.764,64.184,True
ML4,52,2025-06-27 19:00:00,2025-06-27 19:35:08,2025-06-27 19:49:45,2025-06-27 19:42:26.500,14.62,51.12,25.71,392.74,30.72,24.31,0.591,37.03,13.7,22.53,1.353,Diretto_Entrambi_Tensiometri,51.1,1.82,59.086,0.71,44.248,1.29,53.158,0.88,57.133,0.1,51.033,0.38,62.682,0.06,707.443,2.16,29.696,218.207,59.066,56.336,51.121,53.716,210.58,68.143,True
ML4,53,2025-06-27 20:00:00,2025-06-27 20:35:08,2025-06-27 20:49:52,2025-06-27 20:42:30.000,14.73,52.12,25.59,392.13,30.48,24.12,0.586,41.09,14.51,24.42,1.388,Diretto_Entrambi_Tensiometri,50.333,3.37,58.913,0.43,43.968,0.94,53.744,0.69,57.418,0.3,51.422,0.69,63.264,0.22,1048.253,2.59,29.715,291.648,59.52,56.599,50.707,54.139,257.52,73.507,True
ML4,54,2025-06-27 21:00:00,2025-06-27 21:35:08,2025-06-27 21:49:42,2025-06-27 21:42:25.000,14.57,53.12,25.48,391.54,30.24,23.93,0.582,45.13,15.3,26.27,1.42,Diretto_Entrambi_Tensiometri,47.887,6.12,59.795,2.06,43.838,1.24,54.464,0.72,57.944,0.93,51.716,0.23,63.71,0.06,1408.535,0.17,29.573,622.411,60.194,56.824,50.07,54.649,299.563,89.077,True
ML4,55,2025-06-27 22:00:00,2025-06-27 22:35:08,2025-06-27 22:49:21,2025-06-27 22:42:14.500,14.22,54.12,25.42,390.99,30.02,23.76,0.577,49.08,16.17,28.17,1.45,Diretto_Entrambi_Tensiometri,45.655,12.68,59.771,2.29,43.483,0.52,55.651,1.32,58.352,0.95,51.71,0.27,64.058,0.15,1832.517,0.18,29.62,1025.052,60.775,56.879,49.14,55.17,342.618,101.217,True
ML4,56,2025-06-27 23:00:00,2025-06-27 23:35:09,2025-06-27 23:49:22,2025-06-27 23:42:15.500,14.22,55.12,25.36,390.44,29.8,23.58,0.573,53.45,17.04,30.18,1.48,Diretto_Entrambi_Tensiometri,43.109,16.52,60.003,2.26,43.341,0.73,56.829,1.7,58.818,0.48,52.479,0.5,64.549,0.12,2463.174,0.04,29.593,1593.826,61.256,56.522,48.218,55.979,398.742,113.044,True
ML4,57,2025-06-28 00:00:00,2025-06-28 00:35:09,2025-06-28 00:49:24,2025-06-28 00:42:16.500,14.25,56.12,25.3,389.89,29.59,23.41,0.569,57.85,17.95,32.22,1.508,Diretto_Entrambi_Tensiometri,44.329,8.14,60.636,1.16,43.132,0.98,58.572,2.38,59.34,0.7,52.847,0.89,64.855,0.16,3033.596,0.58,29.485,1819.896,61.784,57.453,48.761,56.844,443.558,117.479,True
ML4,58,2025-06-28 01:00:00,2025-06-28 01:35:09,2025-06-28 01:49:21,2025-06-28 01:42:15.000,14.2,57.12,25.26,389.37,29.37,23.24,0.565,62.51,19.05,34.51,1.538,Diretto_Entrambi_Tensiometri,42.68,10.97,60.641,0.99,43.153,1.84,59.808,1.44,59.825,1.06,52.763,1.53,65.073,0.15,3128.4,0.97,29.523,2229.312,62.39,58.442,48.158,57.366,451.192,124.464,True
ML4,59,2025-06-28 02:00:00,2025-06-28 02:35:09,2025-06-28 02:49:13,2025-06-28 02:42:11.000,14.07,58.12,25.23,388.82,29.16,23.07,0.561,67.22,20.15,36.81,1.566,Diretto_Entrambi_Tensiometri,37.999,21.75,60.539,0.7,43.212,1.94,60.698,0.94,60.153,0.87,53.4,0.6,65.025,0.02,2921.865,1.61,29.46,2446.664,63.077,60.484,46.324,57.986,435.883,128.774,True
ML4,60,2025-06-28 03:00:00,2025-06-28 03:35:09,2025-06-28 03:49:03,2025-06-28 03:42:06.000,13.9,59.12,25.25,388.28,28.94,22.9,0.557,72.2,21.34,39.26,1.594,Diretto_Entrambi_Tensiometri,34.192,47.49,60.504,0.58,43.334,1.5,60.065,5.09,60.499,1.08,53.468,0.82,65.025,0.11,3208.528,1.87,29.502,2564.849,63.87,62.232,44.755,57.919,456.765,131.691,False
